scientificName,spp_name_corrected,Article_simple,study_id,Study_location,Study_lat,Study_long,Evidence_category,Evidence_effect,Evidence_method,Hypothesis_supported,has_data,of_quality,evidence_type,exclude_species,Mass_g_final,Order_final,source,class
Charadrius bicinctus,Charadrius bicinctus,"Sanders, M.D., Maloney, R.F. 2002. Causes of mortality at nests of ground-nesting birds in the Upper Waitaki Basin, South Island, New Zealand: a 5-year video study. Biological Conservation 106(2): 225-236.",455,"Upper Waitaki Basin, South Island, New Zealand",-44.280999999999999,170.071,Predation,Predation,Predation,1,no,no,Predation in support,included_species,59.4,Charadriiformes,Avonet,Birds
Charadrius bicinctus,Charadrius bicinctus,"Walker, K., Moore, P., Elliott, G. 1991. The Auckland Island Banded Dotterel has apparently increased. Notornis 38: 257-265.",456,Auckland Island,-50.744700000000002,166.0564,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,59.4,Charadriiformes,Avonet,Birds
Charadrius obscurus,Charadrius obscurus,"D. E. Wills, J. Murray, R. G. Powlesland, Impact of management on the breeding success of the northern New Zealand dotterel (Charadrius obscurus aquilonius) on Matakana Island, Bay of Plenty. Notornis. 50, 1–10 (2003).",263,"Matakana Island, Bay of Plenty",-37.583199999999998,176.0428,Predation,Predation,Predation,1,no,no,Predation in support,included_species,146,Charadriiformes,Avonet,Birds
Charadrius obscurus,Charadrius obscurus,"D. E. Wills, J. Murray, R. G. Powlesland, Impact of management on the breeding success of the northern New Zealand dotterel (Charadrius obscurus aquilonius) on Matakana Island, Bay of Plenty. Notornis. 50, 1–10 (2003).",264,Motuihe Island,-36.812100000000001,174.9479,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,146,Charadriiformes,Avonet,Birds
Charadrius sanctaehelenae,Charadrius sanctaehelenae,"Burns, F., McCulloch, N., Székely, T. and Bolton, M. 2013. The impact of introduced predators on an island endemic, the St Helena Plover, Charadrius sanctaehelenae. Bird Conservation International 23: 125-135.",444,St Helena,-15.965,-5.7088999999999999,Population,Reproduction,Spatial,1,yes,yes,Population in support,included_species,48.7,Charadriiformes,Avonet,Birds
Charadrius sanctaehelenae,Charadrius sanctaehelenae,"Burns, F., McCulloch, N., Székely, T. and Bolton, M. 2013. The impact of introduced predators on an island endemic, the St Helena Plover, Charadrius sanctaehelenae. Bird Conservation International 23: 125-135.",445,St Helena,-15.965,-5.7088999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,48.7,Charadriiformes,Avonet,Birds
Charadrius sanctaehelenae,Charadrius sanctaehelenae,"N. McCulloch, Status, habitat and conservation of the St Helena Wirebird Charadrius sanctaehelenae. Bird Conservation International. 1, 361–392 (2010).",447,St Helena,-15.965,-5.7088999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,48.7,Charadriiformes,Avonet,Birds
Charadrius sanctaehelenae,Charadrius sanctaehelenae,"Oppel, S., Burns, F., Vickery, J., George, K., Ellick, G., Leo, D. and Hillman, J. C. 2014. Habitat-specific effectiveness of feral cat control for the conservation of an endemic ground-nesting bird species. Journal of Applied Ecology 51: 1246-1254.",446,St Helena,-15.965,-5.7088999999999999,Population,Reproduction,Spatiotemporal,0,yes,yes,Population not in support,included_species,48.7,Charadriiformes,Avonet,Birds
Chasiempis ibidis,Chasiempis ibidis,"Banko, P. C., Jaenecke, K. A., Peck, R. W., Brinck, K. W. 2019. Increased nesting success of Hawaii Elepaio in response to the removal of invasive black rats. The Condor 121(2): duz003.",494,Hawaii Volcanoes National Park,19.496400000000001,-155.46619999999999,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,13.1,Passeriformes,Avonet,Birds
Chasiempis sandwichensis,Chasiempis sandwichensis,"Snetsinger, T.J., S.G. Fancy, J.C. Simon, and J.D. Jacobi. 1994. Diets of owls and feral cats in Hawai`i. `Elepaio 54:47-50.",493,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,13.69,Passeriformes,Avonet,Birds
Chelonoidis niger,Chelonoidis niger,"C. G. MacFarland, J. Villa, B. Toro, The Galápagos giant tortoises (Geochelone elephantopus) part I: status of the surviving populations. Biological Conservation. 6, 63–64 (1974).",13,Galápagos Islands,-0.95379999999999998,-90.965599999999995,Population,Abundance,Spatial,0,yes,no,Population not in support,included_species,80,Testudines,,Reptiles
Chelonoidis niger,Chelonoidis niger,"C. G. MacFarland, J. Villa, B. Toro, The Galápagos giant tortoises (Geochelone elephantopus) part I: status of the surviving populations. Biological Conservation. 6, 63–64 (1974).",14,Galápagos Islands,-0.95379999999999998,-90.965599999999995,Predation,Predation,Predation,1,no,no,Predation in support,included_species,80,Testudines,,Reptiles
Chilabothrus chrysogaster,Chilabothrus chrysogaster,IUCN,19,Lucayan Archipelago,23.6889,-75.331299999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Chilabothrus subflavus,Chilabothrus subflavus,"R. A. Mittermeier, Jamaica's endangered species. Oryx. 11, 258–262 (1972).",20,Jamaica,18.1096,-77.297499999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Chlidonias albostriatus,Chlidonias albostriatus,"Bell, M., 2017. Population size, breeding success and predators of black-fronted tern (Chlidonias albostriatus) in the Upper Clarence River catchment, New Zealand. Notornis, 64(3), pp.154-161.",276,Upper Clarence River catchment,-42.167000000000002,173.95,Predation,Predation,Predation,1,no,no,Predation in support,included_species,94.69,Charadriiformes,Avonet,Birds
Chlidonias albostriatus,Chlidonias albostriatus,"O’Donnell, C.F., Sedgeley, J.A. and Van Hal, J.A.C.K., 2010. Variation in house cat (Felis catus) predation sign at a black-fronted tern (Sterna albostriata) colony. Notornis, 57, pp.43-47.",277,South Canterbury,-43.754199999999997,171.16370000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,94.69,Charadriiformes,Avonet,Birds
Chlidonias albostriatus,Chlidonias albostriatus,"R. J. Keedwell, M. D. Sanders, M. Alley, C. Twentyman, Causes of mortality of black-fronted terns Sterna albostriata on the Ohau River, South Island, New Zealand. Pacific Conservation Biology. 8, 170–176 (2002).",275,Ohau River,-44.2851,169.9365,Predation,Predation,Predation,1,no,no,Predation in support,included_species,94.69,Charadriiformes,Avonet,Birds
Chlidonias albostriatus,Chlidonias albostriatus,"Sanders, M.D., Maloney, R.F. 2002. Causes of mortality at nests of ground-nesting birds in the Upper Waitaki Basin, South Island, New Zealand: a 5-year video study. Biological Conservation 106(2): 225-236.",273,Upper Waitaki Basin,-44.811100000000003,170.29159999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,94.69,Charadriiformes,Avonet,Birds
Chlidonias albostriatus,Chlidonias albostriatus,"Steffens, K.E., Sanders, M.D., Gleenson, D.M., Pullen, K.M. and Stowe, C.J., 2012. Identification of predators at black-fronted tern Chlidonias albostriatus nests, using mtDNA analysis and digital video recorders. New Zealand Journal of Ecology, pp.48-55.",274,Marlborough,-41.591700000000003,173.76240000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,94.69,Charadriiformes,Avonet,Birds
Cnemaspis thachanaensis,Cnemaspis thachanaensis,IUCN,223,"Thom Sonk Hill, Tha Chana District, Surat Thani Province, Thailand",9.6530000000000005,98.880399999999995,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Coenocorypha aucklandica,Coenocorypha aucklandica,"Dowding JE, Murphy EC (2001) The impact of predation by introduced mammals on endemic shorebirds in New Zealand: a conservation perspective. Biological Conservation, 99, 47–64.",379,Auckland Island,-50.744700000000002,166.0564,Population,Abundance,Timing,1,no,no,Population in support,included_species,108.24,Charadriiformes,Avonet,Birds
Coenocorypha aucklandica,Coenocorypha aucklandica,"Miskelly, C.M. 2000. Historical records of snipe from Campbell Island, New Zealand. Notornis 47: 131-140.",383,Campbell Island,-52.537199999999999,169.14449999999999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,108.24,Charadriiformes,Avonet,Birds
Coenocorypha aucklandica,Coenocorypha aucklandica,"Miskelly, C.M., 1987. The identity of the hakawai. Notornis, 34(2), pp.95-116.",380,Stewart Island,-47.010300000000001,167.8272,Population,Abundance,Timing,0,no,no,Population not in support,included_species,108.24,Charadriiformes,Avonet,Birds
Coenocorypha aucklandica,Coenocorypha aucklandica,"Miskelly, C.M., 1987. The identity of the hakawai. Notornis, 34(2), pp.95-116.",381,Big Moggy Island,-47.148899999999998,167.40549999999999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,108.24,Charadriiformes,Avonet,Birds
Coenocorypha aucklandica,Coenocorypha aucklandica,"Miskelly, C.M., 1987. The identity of the hakawai. Notornis, 34(2), pp.95-116.",382,Herekopare Island,-46.865699999999997,168.22739999999999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,108.24,Charadriiformes,Avonet,Birds
Coenocorypha barrierensis,Coenocorypha barrierensis,IUCN,378,North Island,-39.2378,175.60239999999999,Population,Abundance,Timing,0,no,no,Population not in support,included_species,,Charadriiformes,,Birds
Coenocorypha barrierensis,Coenocorypha barrierensis,"Miskelly CM (1988) The Little Barrier Island snipe. Notornis, 35, 273-281.",377,Little Barrier Island,-36.194600000000001,175.0753,Population,Abundance,Timing,0,no,no,Population not in support,included_species,,Charadriiformes,,Birds
Coenocorypha pusilla,Coenocorypha pusilla,"Dowding JE, Murphy EC (2001) The impact of predation by introduced mammals on endemic shorebirds in New Zealand: a conservation perspective. Biological Conservation, 99, 47–64.",387,Mangere Island,-44.266100000000002,-176.2946,Population,Abundance,Timing,1,yes,no,Population in support,included_species,80.5,Charadriiformes,Avonet,Birds
Coenocorypha pusilla,Coenocorypha pusilla,"Dowding JE, Murphy EC (2001) The impact of predation by introduced mammals on endemic shorebirds in New Zealand: a conservation perspective. Biological Conservation, 99, 47–64.",388,Chatham Island and Pitt Island,-43.927100000000003,-176.45920000000001,Population,Abundance,Timing,1,yes,no,Population in support,included_species,80.5,Charadriiformes,Avonet,Birds
Columba junoniae,Columba junoniae,IUCN,222,Canary Islands,28.291599999999999,-16.629100000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,440,Columbiformes,Avonet,Birds
Conilurus albipes,Conilurus albipes,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",185,Western Division of NSW and Victoria,-25.9161,134.9162,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,200,Rodentia,Phylacine 1.2,Mammals
Conilurus penicillatus,Conilurus penicillatus,"Davies, H.F., McCarthy, M.A., Firth, R.S., Woinarski, J.C., Gillespie, G.R., Andersen, A.N., Geyle, H.M., Nicholson, E. and Murphy, B.P., 2017. Top‐down control of species distributions: feral cats driving the regional extinction of a threatened rodent in northern Australia. Diversity and Distributions, 23(3), pp.272-283.",186,"Melville Island, Northern Territory",-11.5,131.03,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,153.5,Rodentia,Phylacine 1.2,Mammals
Conilurus penicillatus,Conilurus penicillatus,"Neave, G., Murphy, B.P., Rangers, T., Andersen, A.N. and Davies, H.F., 2024. The intact and the imperilled: contrasting mammal population trajectories between two large adjacent islands. Wildlife Research, 51(8).",188,"Melville Island, Bathurst Island, Northern Territory",-11.5,131.03,Population,Abundance,Spatiotemporal,1,yes,no,Population in support,included_species,153.5,Rodentia,Phylacine 1.2,Mammals
Conilurus penicillatus,Conilurus penicillatus,"Stobo-Wilson, A.M., Stokeld, D., Einoder, L.D., Davies, H.F., Fisher, A., Hill, B.M., Mahney, T., Murphy, B.P., Scroggie, M.P., Stevens, A. and Woinarski, J.C.Z., 2020. Bottom-up and top-down processes influence contemporary patterns of mammal species richness in Australia's monsoonal tropics. Biological Conservation, 247, p.108638.",187,North Northern Territory,-13.09,132.38999999999999,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,153.5,Rodentia,Phylacine 1.2,Mammals
Conilurus penicillatus,Conilurus penicillatus,"Woinarski, J.C.Z., Ward, S., Mahney, T., Bradley, J., Brennan, K., Ziembicki, M. and Fisher, A., 2011. The mammal fauna of the Sir Edward Pellew island group, Northern Territory, Australia: refuge and death-trap. Wildlife Research, 38(4), pp.307-322.",189,Sir Edward Pellew island group,-15.6988,136.9999,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,153.5,Rodentia,Phylacine 1.2,Mammals
Conolophus subcristatus,Conolophus subcristatus,"Cayot, L.J., 2008. The restoration of giant tortoise and land iguana populations in Galápagos. Galapagos Research 65",6,Galápagos Islands,-0.82920000000000005,-91.135300000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Conolophus subcristatus,Conolophus subcristatus,"Kumar, K., Ortiz-Catedral, L. and Llerena, A.J. 2019. Conservation Status and Demographics of the Galápagos Land Iguana (Conolophus subcristatus). Conservation Biology, Massey University.",8,Galápagos Islands,-0.82920000000000005,-91.135300000000001,Population,Reproduction,Spatial,1,yes,no,Population in support,included_species,,Squamata,,Reptiles
Conolophus subcristatus,Conolophus subcristatus,"Phillips, R.B., Cooke, B.D., Campbell, K., Carrion, V., Marquez, C., Snell, H.L. 2005. Eradicating feral cats to protect Galapagos land iguanas: methods and strategies. Pacific Conservation Biology 11(4): 257-267.",7,Baltra Island,-0.4597,-90.2714,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,,Squamata,,Reptiles
Corvus hawaiiensis,Corvus hawaiiensis,"Banko PC, David RE, Jacobi JD, Banko WE (2001) Conservation status and recovery strategies for endemic Hawaiian birds. Studies in Avian Biology, 22, 359-376.",217,Hawaii,19.898700000000002,-155.66589999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,518.82,Passeriformes,Avonet,Birds
Corvus kubaryi,Corvus kubaryi,"L. Zarones et al., Population status and nest success of the critically endangered Mariana crow Corvus kubaryi on Rota, Northern Mariana Islands. Bird Conservation International. 25, 220–233 (2015).",267,Rota Island,14.1509,145.2149,Predation,Predation,Predation,1,no,no,Predation in support,included_species,249.92,Passeriformes,Avonet,Birds
Crotalus catalinensis,Crotalus catalinensis,IUCN,17,Isla Santa Catalina,33.387900000000002,-118.41630000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Cryptoprocta ferox,Cryptoprocta ferox,"Farris, Z.J., Golden, C.D., Karpanty, S., Murphy, A., Stauffer, D., Ratelolahy, F., Andrianjakarivelo, V., Holmes, C.M. and Kelly, M.J., 2015. Hunting, exotic carnivores, and habitat loss: anthropogenic effects on a native carnivore community, Madagascar. PloS one, 10(9), p.e0136456.",199,Makira National Park,-15.413,49.537999999999997,Population,Abundance,Spatial,0,yes,yes,Population not in support,excluded_species,9500,Carnivora,Phylacine 1.2,Mammals
