"","scientificName","spp_name_corrected","assessmentId","internalTaxonId","realm","systems","assessmentDate","redlistCategory","criteriaVersion","populationTrend","Synonyms_or_previous_lump","Cat_effect","EXCLUDE_cats_not_attributed","Web_of_Science_no_claim","Snowball","Wallach_AU_mammal_no_claim","Opportunistic","IUCN_references","Doherty_references0_NA","Dickman_AU_mammal","Medina_references0_NA","Woinarski_AU_mammal","Garnett2020_AU_birds","Garnett2010_AU_birds","Alberts_iguanas","Oedin_bats","Welch_bats","Hume_EX_birds","Hess","Search_conducted","Mass_g_final","exclude_species","class"
"552","Porphyrio paepae","Porphyrio paepae",230907670,62263064,"Oceanian","Terrestrial|Freshwater (=Inland waters)","2023-03-24 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","Not attributed",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"553","Potorous gilbertii","Potorous gilbertii",21960726,18107,"Australasian","Terrestrial","2016-06-27 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Potorous tridactylus gilbertii","Predation",NA,0,NA,"0",NA,0,2,"Cats not mentioned",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",962.5,"included_species","Mammals"
"554","Potorous tridactylus","Potorous tridactylus",166499137,41511,"Australasian","Terrestrial","2014-05-28 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,8,1,"6",NA,0,NA,"0",NA,"1","","","","","","",NA,"2025-05-01T00:00:00Z",1100,"included_species","Mammals"
"555","Pristidactylus volcanensis","Pristidactylus volcanensis",2761213,203156,"Neotropical","Terrestrial","2015-05-29 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"556","Procellaria aequinoctialis","Procellaria aequinoctialis",132628887,22698140,"Afrotropical|Neotropical|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,5,NA,"",NA,2,2,"",4,"","0","Not attributed","","","","",NA,"2025-05-01T00:00:00Z",1213,"included_species","Birds"
"557","Procellaria cinerea","Procellaria cinerea",175348962,22698159,"Afrotropical|Antarctic|Neotropical|Oceanian","Terrestrial|Marine","2020-05-15 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,3,2,"",NA,0,NA,"",NA,"","Not attributed","1","","","","",NA,"2025-05-01T00:00:00Z",1131,"included_species","Birds"
"558","Procellaria parkinsoni","Procellaria parkinsoni",132629374,22698150,"Neotropical|Oceanian","Terrestrial|Marine","2018-08-16 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,1,1,"",NA,1,NA,"",3,"","0","1","","","","",NA,"2025-05-01T00:00:00Z",702.2,"included_species","Birds"
"559","Procellaria westlandica","Procellaria westlandica",132629809,22698155,"Neotropical|Oceanian","Terrestrial|Marine","2018-08-20 00:00:00 UTC","Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","Not attributed","Not attributed","","","","",NA,"2025-05-01T00:00:00Z",1199,"included_species","Birds"
"560","Procyon pygmaeus","Procyon pygmaeus",45201913,18267,"Neotropical","Terrestrial","2016-02-11 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Disease",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-02-01T00:00:00Z",2500,"excluded_species","Mammals"
"561","Prosobonia cancellata","Prosobonia parvirostris",246202198,62289108,"Oceanian","Terrestrial|Marine","2023-09-30 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","1",NA,"2025-06-01T00:00:00Z",36,"included_species","Birds"
"562","Prosobonia parvirostris","Prosobonia parvirostris",229059793,62289271,"Oceanian","Terrestrial|Marine","2023-03-07 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,3,2,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",36,"included_species","Birds"
"563","Pseudalsophis biserialis","Pseudalsophis biserialis",56253872,190541,"Neotropical","Terrestrial","2014-01-26 00:00:00 UTC","Near Threatened",3.1,"Unknown","Alsophis biserialis, Herpetodryas biserialis","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"564","Pseudalsophis steindachneri","Pseudalsophis steindachneri",54447669,190542,"Neotropical","Terrestrial","2014-02-24 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Antillophis steindachneri, Dromicus steindachneri","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"565","Pseudantechinus mimulus","Pseudantechinus mimulus",21945496,18447,"Australasian","Terrestrial","2014-03-08 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"0",NA,1,2,"Cats not mentioned",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",17,"included_species","Mammals"
"566","Pseudemoia cryodroma","Pseudemoia cryodroma",109480945,109480937,"Australasian","Terrestrial","2017-06-13 00:00:00 UTC","Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"567","Pseudobulweria aterrima","Pseudobulweria aterrima",132611797,22697896,"Afrotropical","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Procellaria aterrima, Pterodroma aterrima aterrima","Predation",NA,2,NA,"",NA,1,1,"",1,"","","","","","","",NA,"2025-04-01T00:00:00Z",232,"included_species","Birds"
"568","Pseudobulweria becki","Pseudobulweria becki",132612218,22697913,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Procellaria becki, Pterodroma becki becki","Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",409,"included_species","Birds"
"569","Pseudobulweria macgillivrayi","Pseudobulweria macgillivrayi",132613365,22697935,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Pterodroma macgillivrayi macgillivrayi, Thalassidroma macgillivrayi","Predation",NA,1,NA,"",NA,1,1,"",1,"","","","","","","",NA,"2025-05-01T00:00:00Z",143,"included_species","Birds"
"570","Pseudobulweria rostrata","Pseudobulweria rostrata",132612667,22697925,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Pterodroma rostrata","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","1","1","","","","",NA,"2025-05-01T00:00:00Z",409,"included_species","Birds"
"571","Pseudocheirus occidentalis","Pseudocheirus occidentalis",21963100,18492,"Australasian","Terrestrial","2014-03-09 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,2,NA,"1",NA,2,2,"0",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",987.5,"included_species","Mammals"
"572","Pseudomys auritus","Pseudomys auritus",254623623,75927882,"Australasian","Terrestrial","2024-06-06 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"0",NA,0,NA,"Cats not mentioned",NA,"3","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Mammals"
"573","Pseudomys australis","Pseudomys australis",115493152,75927871,"Australasian","Terrestrial","2015-07-25 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,4,NA,"5",NA,1,4,"1",NA,"3","","","","","","",NA,"2025-04-01T00:00:00Z",65,"included_species","Mammals"
"574","Pseudomys calabyi","Pseudomys calabyi",22399037,136808,"Australasian","Terrestrial","2015-06-04 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"Cats not mentioned",NA,0,1,"Cats not mentioned",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",22.5,"included_species","Mammals"
"575","Pseudomys fieldi","Pseudomys fieldi",22398445,18549,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"0",NA,1,1,"0",1,"1","","","","","","",NA,"2025-01-01T00:00:00Z",45,"included_species","Mammals"
"576","Pseudomys fumeus","Pseudomys fumeus",22398566,18550,"Australasian","Terrestrial","2015-07-26 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"1",NA,0,2,"Cats not mentioned",NA,"5","","","","","","",NA,"2025-01-01T00:00:00Z",70,"included_species","Mammals"
"577","Pseudomys glaucus","Pseudomys glaucus",254617306,18564,"Australasian","Terrestrial","2024-06-06 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,1,"0",NA,1,1,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-04-01T00:00:00Z",30,"included_species","Mammals"
"578","Pseudomys gouldii","Pseudomys gouldii",248638568,248637991,"Australasian","Terrestrial","2023-11-24 00:00:00 UTC","Vulnerable",3.1,"Increasing","Mus gouldii, Pseudomys praeconis, Pseudomys fieldi, Pseudomys rawlinnae","Predation",NA,0,NA,"Cats not mentioned",NA,0,1,"0",NA,"0","","","","","","",NA,"2025-06-01T00:00:00Z",50,"included_species","Mammals"
"579","Pseudomys novaehollandiae","Pseudomys novaehollandiae",254615075,18552,"Australasian","Terrestrial","2024-06-15 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Mus novaehollandiae","Predation",NA,4,NA,"1",NA,0,NA,"1",NA,"0","","","","","","",NA,"2025-04-01T00:00:00Z",20,"included_species","Mammals"
"580","Pseudomys occidentalis","Pseudomys occidentalis",22398121,18553,"Australasian","Terrestrial","2016-07-03 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"0",NA,0,NA,"Cats not mentioned",NA,"0","","","","","","",NA,"2025-01-01T00:00:00Z",34,"included_species","Mammals"
"581","Pseudomys oralis","Pseudomys oralis",115143455,18554,"Australasian","Terrestrial","2016-02-24 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"0",NA,1,1,"0",NA,"3","","","","","","",NA,"2025-04-01T00:00:00Z",95,"included_species","Mammals"
"582","Pseudomys shortridgei","Pseudomys shortridgei",254616177,18557,"Australasian","Terrestrial","2024-06-15 00:00:00 UTC","Endangered",3.1,"Decreasing","Mus shortridgei","Predation",NA,1,NA,"0",NA,0,NA,"0",NA,"3","","","","","","",NA,"2025-04-01T00:00:00Z",70,"included_species","Mammals"
"583","Pseudonestor xanthophrys","Pseudonestor xanthophrys",224743508,22720753,"Oceanian","Terrestrial","2022-12-08 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",22.1,"included_species","Birds"
"584","Psittirostra psittacea","Psittirostra psittacea",248950875,22720734,"Oceanian","Terrestrial","2024-02-26 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","Not attributed",NA,"2025-05-01T00:00:00Z",28.62,"included_species","Birds"
"585","Pterodroma alba","Pterodroma alba",183088698,22698001,"Oceanian","Terrestrial|Marine","2020-08-25 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,3,2,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",259,"included_species","Birds"
"586","Pterodroma arminjoniana","Pterodroma arminjoniana",132618884,22698005,"Neotropical","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,1,"",1,"","","","","","","",NA,"2025-05-01T00:00:00Z",394,"included_species","Birds"
"587","Pterodroma atrata","Pterodroma atrata",132659355,22728442,"Oceanian","Terrestrial|Marine","2018-08-17 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",1,"","","","","","","",NA,"2025-06-01T00:00:00Z",394,"included_species","Birds"
"588","Pterodroma axillaris","Pterodroma axillaris",132613763,22697949,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Increasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",1,"","","","","","","",NA,"2025-05-01T00:00:00Z",165,"included_species","Birds"
"589","Pterodroma baraui","Pterodroma baraui",132621225,22698035,"Afrotropical|Indomalayan|Oceanian","Terrestrial|Marine","2018-08-20 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,5,NA,"",NA,1,2,"",1,"","","","","","","",NA,"2025-05-01T00:00:00Z",400,"included_species","Birds"
"590","Pterodroma brevipes","Pterodroma brevipes",132617265,22697987,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",147.05,"included_species","Birds"
"591","Pterodroma cahow","Pterodroma cahow",132624115,22698088,"Nearctic|Neotropical","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Endangered",3.1,"Increasing",NA,"Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",246,"included_species","Birds"
"592","Pterodroma cervicalis","Pterodroma cervicalis",132614556,22697957,"Nearctic|Neotropical|Oceanian|Palearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Increasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",2,"","Not attributed","1","","","","",NA,"2025-05-01T00:00:00Z",444.99,"included_species","Birds"
"593","Pterodroma cookii","Pterodroma cookii",132616449,22697975,"Nearctic|Neotropical|Oceanian","Terrestrial|Marine","2018-08-16 00:00:00 UTC","Vulnerable",3.1,"Increasing","Pterodroma cooki","Predation",NA,1,NA,"",NA,0,3,"",3,"","","","","","","",NA,"2025-05-01T00:00:00Z",177.91,"included_species","Birds"
"594","Pterodroma defilippiana","Pterodroma defilippiana",132617737,22697990,"Neotropical","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,0,1,"",1,"","","","","","","",NA,"2025-05-01T00:00:00Z",169,"included_species","Birds"
"595","Pterodroma deserta","Pterodroma deserta",132665941,22736135,"Afrotropical|Nearctic|Neotropical|Palearctic","Terrestrial|Marine","2018-08-20 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",311,"included_species","Birds"
"596","Pterodroma externa","Pterodroma externa",132620783,22698030,"Nearctic|Neotropical|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,2,NA,"",NA,1,2,"",1,"","","","","","","",NA,"2025-05-01T00:00:00Z",428,"included_species","Birds"
"597","Pterodroma feae","Pterodroma feae",132655668,22728011,"Afrotropical|Nearctic|Palearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,3,1,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",311,"included_species","Birds"
"598","Pterodroma incerta","Pterodroma incerta",152715347,22698084,"Afrotropical|Neotropical","Terrestrial|Marine","2019-06-14 00:00:00 UTC","Endangered",3.1,"Decreasing","Procellaria incerta","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",520,"included_species","Birds"
"599","Pterodroma leucoptera","Pterodroma leucoptera",132615952,22697970,"Neotropical|Oceanian","Terrestrial|Marine","2018-08-20 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,1,1,"",NA,"","0","Not attributed","","","","",NA,"2025-05-01T00:00:00Z",147.05,"included_species","Birds"
"600","Pterodroma longirostris","Pterodroma longirostris",152684668,22697997,"Nearctic|Neotropical|Oceanian|Palearctic","Terrestrial|Marine","2019-06-13 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,2,NA,"",NA,4,3,"",1,"","","","","","","",NA,"2025-06-01T00:00:00Z",143,"included_species","Birds"
"601","Pterodroma madeira","Pterodroma madeira",132622973,22698062,"Palearctic","Terrestrial|Marine","2018-08-17 00:00:00 UTC","Endangered",3.1,"Stable",NA,"Predation",NA,2,NA,"",NA,0,1,"",1,"","","","","","","",NA,"2025-05-01T00:00:00Z",201.05,"included_species","Birds"
"602","Pterodroma magentae","Pterodroma magentae",131879320,22698049,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Increasing",NA,"Predation",NA,0,NA,"",NA,0,2,"",2,"","","","","","","",NA,"2025-04-01T00:00:00Z",465,"included_species","Birds"
"603","Pterodroma phaeopygia","Pterodroma phaeopygia",132619647,22698020,"Neotropical|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,2,NA,"",NA,0,3,"",4,"","","","","","","",NA,"2025-05-01T00:00:00Z",400.82,"included_species","Birds"
"604","Pterodroma rupinarum","Pterodroma rupinarum",262222743,22728800,"Afrotropical","Terrestrial|Marine","2024-07-04 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"605","Pterodroma sandwichensis","Pterodroma sandwichensis",132378813,22698017,"Nearctic|Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,0,7,"",2,"","","","","","","",NA,"2025-04-01T00:00:00Z",400.82,"included_species","Birds"
"606","Pteropus dasymallus","Pteropus dasymallus",22080614,18722,"Indomalayan|Palearctic","Terrestrial","2016-12-31 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,1,"",NA,0,NA,"",NA,"","","","","0","2","",NA,"2025-01-01T00:00:00Z",435,"included_species","Mammals"
"607","Pteropus melanotus","Pteropus melanotus",22082634,18740,"Indomalayan","Terrestrial","2021-08-31 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Pteropus melanotus tytleri, Pteropus melanotus niadicus","Predation",NA,1,NA,"Cats not mentioned",NA,1,3,"1",NA,"2","","","","1","1","",NA,"2025-01-01T00:00:00Z",375,"included_species","Mammals"
"608","Pteropus ornatus","Pteropus ornatus",22084917,18746,"Australasian","Terrestrial","2019-08-06 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","1","Cats not mentioned","",NA,"2025-01-01T00:00:00Z",330,"included_species","Mammals"
"609","Pteropus pselaphon","Pteropus pselaphon",22085351,18752,"Indomalayan","Terrestrial","2017-02-13 00:00:00 UTC","Endangered",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","0","Not attributed","",NA,"2025-01-01T00:00:00Z",397.2,"included_species","Mammals"
"610","Pteropus vetula","Pteropus vetula",22089080,18767,"Australasian","Terrestrial","2019-08-06 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Pteropus vetulus","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","0","Cats not mentioned","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Mammals"
"611","Ptilinopus chrysogaster","Ptilinopus chrysogaster",131388042,60760066,"Oceanian","Terrestrial","2018-08-07 00:00:00 UTC","Endangered",3.1,"Decreasing","Ptilonopus chrysogaster","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",97.55,"included_species","Birds"
"612","Ptilinopus huttoni","Ptilinopus huttoni",131333951,22691470,"Oceanian","Terrestrial","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",130,"included_species","Birds"
"613","Ptilinopus mercierii","Ptilinopus mercierii",228024595,22691495,"Oceanian","Terrestrial","2023-02-14 00:00:00 UTC","Extinct",3.1,"","Jotreron melanospila","Predation",NA,0,NA,"",NA,2,1,"",NA,"","","","","","","1",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"614","Ptychoramphus aleuticus","Ptychoramphus aleuticus",180893939,22694903,"Nearctic","Terrestrial|Marine","2020-08-28 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,1,5,"",NA,2,NA,"",NA,"","","","","","","",1,"2025-06-01T00:00:00Z",184,"included_species","Birds"
"615","Puffinus auricularis","Puffinus auricularis",132637811,22698235,"Nearctic|Neotropical","Terrestrial|Marine","2018-08-17 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,4,1,"",2,"","","","","","","",NA,"2025-05-01T00:00:00Z",350.8,"included_species","Birds"
"616","Puffinus heinrothi","Puffinus heinrothi",132639135,22698277,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",192.76,"included_species","Birds"
"617","Puffinus huttoni","Puffinus huttoni",152719059,22698252,"Oceanian","Terrestrial|Marine","2019-06-14 00:00:00 UTC","Endangered",3.1,"Stable",NA,"Predation",NA,1,NA,"",NA,3,NA,"",NA,"","Not attributed","Not attributed","","","","",NA,"2025-05-01T00:00:00Z",364,"included_species","Birds"
"618","Puffinus mauretanicus","Puffinus mauretanicus",132658315,22728432,"Palearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,2,1,"",1,3,1,"",1,"","","","","","","",NA,"2025-06-01T00:00:00Z",497,"included_species","Birds"
"619","Puffinus newelli","Puffinus newelli",152723568,132467692,"Nearctic|Oceanian","Terrestrial|Marine","2019-06-14 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Puffinus newelli newelli","Predation",NA,1,2,"",NA,4,2,"",2,"","","","","","","",NA,"2025-06-01T00:00:00Z",350.8,"included_species","Birds"
"620","Puffinus opisthomelas","Puffinus opisthomelas",117364166,22698246,"Nearctic|Neotropical","Terrestrial|Marine","2021-10-01 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,2,3,"",NA,3,NA,"",NA,"","","","","","","",1,"2025-04-01T00:00:00Z",408,"included_species","Birds"
"621","Puffinus yelkouan","Puffinus yelkouan",132637221,22698230,"Palearctic","Terrestrial|Marine","2018-08-17 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,6,NA,"",NA,1,4,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",497,"included_species","Birds"
"622","Pyrrhula murina","Pyrrhula murina",205920049,22720676,"Palearctic","Terrestrial","2021-08-19 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",1,3,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",30,"included_species","Birds"
"623","Ramphocinclus brachyurus","Ramphocinclus brachyurus",179788434,22711137,"Neotropical","Terrestrial","2020-08-28 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",50,"included_species","Birds"
"624","Raorchestes primarrumpfi","Raorchestes primarrumpfi",73788145,73787995,"Indomalayan","Terrestrial|Freshwater (=Inland waters)","2020-10-15 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Amphibians"
"625","Raorchestes tinniens","Raorchestes tinniens",166108604,58926,"Indomalayan","Terrestrial","2020-10-19 00:00:00 UTC","Endangered",3.1,"Decreasing","Ixalus montanus, Ixalus punctatus, Philautus melanensis, Philautus tinniens, Phyllomedusa tinniens, Pseudophilautus tinniens, Raorchestes punctatus, Raorchestes melanensis","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Amphibians"
"626","Rattus detentus","Rattus detentus",258514107,112139816,"Australasian","Terrestrial","2024-06-17 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Mammals"
"627","Reithrodontomys musseri","Reithrodontomys musseri",259145520,45959367,"Neotropical","Terrestrial","2024-05-10 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Mammals"
"628","Reithrodontomys raviventris","Reithrodontomys raviventris",22385344,19401,"Nearctic","Terrestrial","2017-01-16 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",11.1,"included_species","Mammals"
"629","Reithrodontomys spectabilis","Reithrodontomys spectabilis",22386261,19416,"Neotropical","Terrestrial","2017-04-24 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",20.2,"included_species","Mammals"
"630","Rhynchortyx cinctus","Rhynchortyx cinctus",137690102,22679720,"Neotropical","Terrestrial","2021-09-29 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",150,"included_species","Birds"
"631","Rhynochetos jubatus","Rhynochetos jubatus",156666402,22692211,"Oceanian","Terrestrial","2019-08-14 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",859.99,"included_species","Birds"
"632","Ristella rurkii","Ristella rurkii",158415414,174133,"Indomalayan","Terrestrial","2019-09-04 00:00:00 UTC","Near Threatened",3.1,"Unknown","Ateuchosaurus travancoricus, Ristella malabarica, Ristella travancorica","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"633","Salanoia concolor","Salanoia concolor",45202205,19852,"Afrotropical","Terrestrial","2015-03-02 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Galidia concolor, Salanoia durrelli, Salanoia olivacea, Salanoia unicolor","Predation",NA,2,NA,"",NA,3,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",650,"included_species","Mammals"
"634","Sauromalus hispidus","Sauromalus hispidus",130061591,174482,"Nearctic","Terrestrial","2018-06-04 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"635","Sauromalus klauberi","Sauromalus klauberi",1414907,174483,"Nearctic","Terrestrial","2018-06-04 00:00:00 UTC","Vulnerable",3.1,"Unknown","Sauromalus ater klauberi","Predation",NA,0,NA,"",NA,3,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
