"","scientificName","spp_name_corrected","assessmentId","internalTaxonId","realm","systems","assessmentDate","redlistCategory","criteriaVersion","populationTrend","Synonyms_or_previous_lump","Cat_effect","EXCLUDE_cats_not_attributed","Web_of_Science_no_claim","Snowball","Wallach_AU_mammal_no_claim","Opportunistic","IUCN_references","Doherty_references0_NA","Dickman_AU_mammal","Medina_references0_NA","Woinarski_AU_mammal","Garnett2020_AU_birds","Garnett2010_AU_birds","Alberts_iguanas","Oedin_bats","Welch_bats","Hume_EX_birds","Hess","Search_conducted","Mass_g_final","exclude_species","class"
"251","Erythrolamprus juliae","Erythrolamprus juliae",50956204,50956167,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Aporophis juliae, Liophis juliae","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"252","Erythrolamprus perfuscus","Erythrolamprus perfuscus",115104581,12081,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"253","Eudyptes pachyrhynchus","Eudyptes pachyrhynchus",182279725,22697776,"Oceanian","Terrestrial|Marine","2020-08-18 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,2,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",3904.88,"included_species","Birds"
"254","Euleptes europaea","Euleptes europaea",12486542,61446,"Palearctic","Terrestrial","2008-12-14 00:00:00 UTC","Near Threatened",3.1,"Unknown","Phyllodactylus europaeus","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"255","Eupleres goudotii","Eupleres goudotii",45204582,68336601,"Afrotropical","Terrestrial","2015-03-02 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Eupleres goudotii goudotti","Competition, Predation",NA,2,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",3000,"included_species","Mammals"
"256","Eupleres major","Eupleres major",45204313,39547,"Afrotropical","Terrestrial","2015-03-02 00:00:00 UTC","Endangered",3.1,"Decreasing","Eupleres goudotii major","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",2715.2,"included_species","Mammals"
"257","Eupsittula nana","Eupsittula nana",179402014,45418540,"Neotropical","Terrestrial","2020-08-28 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",76.9,"included_species","Birds"
"258","Eupsophus insularis","Eupsophus insularis",79809055,8375,"Neotropical","Terrestrial|Freshwater (=Inland waters)","2018-05-28 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Cystignathus insularis","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Amphibians"
"259","Eurostopodus exul","Eurostopodus exul",130437059,22726340,"Oceanian","Terrestrial|Freshwater (=Inland waters)|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",77,"included_species","Birds"
"260","Eurostopodus nigripennis","Eurostopodus nigripennis",226250634,22725672,"Australasian","Terrestrial|Freshwater (=Inland waters)|Marine","2023-02-09 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,2,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",134.52,"included_species","Birds"
"261","Eurydactylodes agricolae","Eurydactylodes agricolae",123252637,176165,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"262","Eurydactylodes occidentalis","Eurydactylodes occidentalis",123258219,176204,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"263","Eurydactylodes symmetricus","Eurydactylodes symmetricus",123249462,176141,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Eurydactylus symmetricus","Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"264","Eurydactylodes vieillardi","Eurydactylodes vieillardi",123253576,176172,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Platydactylus vieillardi","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"265","Falco araeus","Falco araeus",227717030,22696380,"Afrotropical","Terrestrial","2023-03-22 00:00:00 UTC","Vulnerable",3.1,"Stable","Falco araea","Predation",NA,0,NA,"",NA,6,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",79.77,"included_species","Birds"
"266","Falco punctatus","Falco punctatus",226885309,22696373,"Afrotropical","Terrestrial","2023-02-08 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,2,"",2,"","","","","","","",NA,"2025-01-01T00:00:00Z",167.41,"included_species","Birds"
"267","Falsistrellus tasmaniensis","Falsistrellus tasmaniensis",22123618,17367,"Australasian","Terrestrial","2019-08-18 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Pipistrellus tasmaniensis","Predation",NA,0,NA,"0",NA,0,NA,"Cats not mentioned",NA,"Cats not mentioned","","","","0","Cats not mentioned","",NA,"2025-01-01T00:00:00Z",22.7,"included_species","Mammals"
"268","Flexiseps valhallae","Flexiseps valhallae",160883299,160883244,"Afrotropical","Terrestrial","2019-10-24 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Amphiglossus valhallae, Scelotes valhallae, Sepsina valhallae","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"269","Fossa fossana","Fossa fossana",45197868,8668,"Afrotropical","Terrestrial","2015-03-02 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Viverra fossa","Competition",NA,2,NA,"",1,2,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",1500,"excluded_species","Mammals"
"270","Foudia aldabrana","Foudia aldabrana",180471815,103811282,"Afrotropical","Terrestrial","2020-07-30 00:00:00 UTC","Endangered",3.1,"Increasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",24.51,"included_species","Birds"
"271","Foudia flavicans","Foudia flavicans",94614670,22719159,"Afrotropical","Terrestrial","2016-10-01 00:00:00 UTC","Near Threatened",3.1,"Increasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",15.34,"included_species","Birds"
"272","Fregata aquila","Fregata aquila",132597828,22697728,"Afrotropical","Terrestrial|Marine","2018-08-10 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,0,2,"",1,"","","","","","","",NA,"2025-04-01T00:00:00Z",1620,"included_species","Birds"
"273","Fregetta maoriana","Fregetta maoriana",132659638,22728808,"Oceanian","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Oceanites maorianus, Pealeornis maoriana","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",34.5,"included_species","Birds"
"274","Fringilla teydea","Fringilla teydea",205778691,103822567,"Palearctic","Terrestrial","2021-08-23 00:00:00 UTC","Near Threatened",3.1,"Increasing",NA,"Predation",NA,1,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",30.3,"included_species","Birds"
"275","Fulica alai","Fulica alai",218635331,22692920,"Oceanian","Terrestrial|Freshwater (=Inland waters)|Marine","2023-07-20 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,3,1,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",459,"included_species","Birds"
"276","Galemys pyrenaicus","Galemys pyrenaicus",227363991,8826,"Palearctic","Terrestrial|Freshwater (=Inland waters)","2023-02-09 00:00:00 UTC","Endangered",3.1,"Decreasing","Mygale pyrenaica","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",60.2,"included_species","Mammals"
"277","Gallinula nesiotis","Gallinula nesiotis",262209629,22728763,"Afrotropical","Terrestrial|Freshwater (=Inland waters)","2024-07-03 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","Not attributed",NA,"2025-01-01T00:00:00Z",NA,"included_species","Birds"
"278","Gallirallus lafresnayanus","Gallirallus lafresnayanus",93351848,22692388,"Oceanian","Terrestrial","2016-10-01 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Tricholimnas lafresnayanus lafresnayanus","Predation",NA,0,1,"",NA,0,2,"",NA,"","","","","","","1",NA,"2025-03-01T00:00:00Z",NA,"included_species","Birds"
"279","Gallotia bravoana","Gallotia bravoana",137850527,61502,"Palearctic","Terrestrial","2022-10-07 00:00:00 UTC","Endangered",3.1,"Unknown","Gallotia gomerana, Gallotia simonyi gomerana, Gallotia simonyi bravoana","Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"280","Gallotia intermedia","Gallotia intermedia",207650471,61505,"Palearctic","Terrestrial","2022-10-07 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,1,2,"",NA,2,2,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"281","Gallotia simonyi","Gallotia simonyi",137842652,8881,"Palearctic","Terrestrial","2022-10-07 00:00:00 UTC","Vulnerable",3.1,"Unknown","Lacerta simonyi","Predation",NA,1,NA,"",NA,1,2,"",3,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"282","Galvarinus chilensis","Galvarinus chilensis",61320360,177567,"Neotropical","Terrestrial","2015-05-28 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Coronella chilensis, Dipsas chilensis, Tachymenis chilensis","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"283","Gastrotheca lojana","Gastrotheca lojana",57460905,57460899,"Neotropical","Terrestrial|Freshwater (=Inland waters)","2016-07-18 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Gastrotheca marsupiata lojana","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Amphibians"
"284","Gekko lauhachindai","Gekko lauhachindai",104718921,104717581,"Indomalayan","Terrestrial","2017-05-24 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"285","Geocapromys brownii","Geocapromys brownii",22186569,9001,"Neotropical","Terrestrial","2017-02-03 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",1500,"included_species","Mammals"
"286","Geocapromys ingrahami","Geocapromys ingrahami",224590046,9002,"Neotropical","Terrestrial","2024-06-09 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Capromys ingrahami","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",800,"included_species","Mammals"
"287","Geocapromys thoracatus","Geocapromys thoracatus",22186735,9003,"Neotropical","Terrestrial","2018-01-26 00:00:00 UTC","Extinct",3.1,"","Capromys brachyurus thoractus","Predation",NA,0,NA,"",NA,0,1,"",2,"","","","","","","",NA,"2025-01-01T00:00:00Z",890,"included_species","Mammals"
"288","Geokichla guttata","Geokichla guttata",180490672,22708464,"Afrotropical","Terrestrial","2020-08-14 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Turdus fischeri fischeri, Zoothera fischeri fischeri, Zoothera guttata","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",57.5,"included_species","Birds"
"289","Geospiza heliobates","Geospiza heliobates",182523098,22723786,"Neotropical","Terrestrial","2021-07-19 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Camarhynchus heliobates","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",18,"included_species","Birds"
"290","Geospiza pauper","Geospiza pauper",130488958,22723773,"Neotropical","Terrestrial","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Camarhynchus pauper","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",16,"included_species","Birds"
"291","Geospiza psittacula","Geospiza psittacula",182382400,22723768,"Neotropical","Terrestrial","2020-08-19 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Camarhynchus psittacula","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",18.7,"included_species","Birds"
"292","Gonatodes daudini","Gonatodes daudini",71748321,194258,"Neotropical","Terrestrial","2019-02-16 00:00:00 UTC","Critically Endangered",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"293","Gonatodes naufragus","Gonatodes naufragus",66083603,66083579,"Neotropical","Terrestrial","2014-11-25 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"294","Gongylomorphus bojerii","Gongylomorphus bojerii",217761064,62251,"Afrotropical","Terrestrial","2015-05-11 00:00:00 UTC","Critically Endangered",3.1,"Stable","Scincus bojerii","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"295","Gongylomorphus fontenayi","Gongylomorphus fontenayi",13482739,9316,"Afrotropical","Terrestrial","2020-02-01 00:00:00 UTC","Endangered",3.1,"Decreasing","Gongylomorphus bojerii fontenayi","Predation",NA,0,NA,"",NA,6,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"296","Goniurosaurus kuroiwae","Goniurosaurus kuroiwae",96877452,98152257,"Indomalayan","Terrestrial","2016-12-13 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Eublepharis kuroiwae, Gymnodactylus albofasciatus kuroiwae","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"297","Gymnomyza aubryana","Gymnomyza aubryana",130989260,22704320,"Oceanian","Terrestrial","2018-08-06 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",195.09,"included_species","Birds"
"298","Gymnomyza samoensis","Gymnomyza samoensis",218300594,22704317,"Oceanian","Terrestrial","2023-09-08 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",99,"included_species","Birds"
"299","Haematopus chathamensis","Haematopus chathamensis",214047293,22693656,"Australasian","Terrestrial|Marine","2022-04-12 00:00:00 UTC","Endangered",3.1,"Stable",NA,"Predation",NA,1,1,"",NA,0,4,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",598.66,"included_species","Birds"
"300","Haematopus meadewaldoi","Haematopus meadewaldoi",205917399,22693621,"Palearctic","Terrestrial|Marine","2021-08-03 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","Not attributed",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"301","Haitiophis anomalus","Haitiophis anomalus",115326673,190577,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Dromicus anomalus, Ocyophis anomalus, Zamensis anomalus","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"302","Heleioporus australiacus","Heleioporus australiacus",78436864,41046,"Australasian","Terrestrial|Freshwater (=Inland waters)","2021-11-17 00:00:00 UTC","Endangered",3.1,"Decreasing","Rana australiaca","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Amphibians"
"303","Hemidactylus bouvieri","Hemidactylus bouvieri",217782980,203840,"Afrotropical","Terrestrial","2012-09-17 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Emydactylus bouvieri, Hemidactylus cessacii","Predation",NA,NA,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"304","Hemignathus affinis","Hemignathus affinis",209512755,103823664,"Oceanian","Terrestrial","2024-02-26 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",24.94,"included_species","Birds"
"305","Hemignathus hanapepe","Hemignathus hanapepe",250432785,103823616,"Oceanian","Terrestrial","2024-02-26 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",24.94,"included_species","Birds"
"306","Hemignathus wilsoni","Hemignathus wilsoni",221368605,22720799,"Oceanian","Terrestrial","2022-10-07 00:00:00 UTC","Endangered",3.1,"Decreasing","Hemignathus munroi","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",27.98,"included_species","Birds"
"307","Hemiphaga chathamensis","Hemiphaga chathamensis",214005740,22732918,"Australasian","Terrestrial","2022-04-19 00:00:00 UTC","Vulnerable",3.1,"Increasing",NA,"Predation",NA,0,1,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",789,"included_species","Birds"
"308","Henicophaps foersteri","Henicophaps foersteri",131925883,22690664,"Oceanian","Terrestrial","2018-08-09 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",247,"included_species","Birds"
"309","Himantopus novaezelandiae","Himantopus novaezelandiae",129560535,22693690,"Australasian","Freshwater (=Inland waters)|Marine","2016-10-01 00:00:00 UTC","Critically Endangered",3.1,"Increasing",NA,"Predation",NA,3,NA,"",1,2,2,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",195,"included_species","Birds"
"310","Hipposideros demissus","Hipposideros demissus",22095744,10127,"Australasian","Terrestrial","2019-07-29 00:00:00 UTC","Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","Cats not mentioned","Cats not mentioned","",NA,"2025-01-01T00:00:00Z",24.9,"included_species","Mammals"
"311","Hipposideros dinops","Hipposideros dinops",22091011,10129,"Australasian","Terrestrial","2021-07-30 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","Cats not mentioned","Cats not mentioned","",NA,"2025-01-01T00:00:00Z",71.9,"included_species","Mammals"
"312","Holcosus orcesi","Holcosus orcesi",49981970,49981813,"Neotropical","Terrestrial","2016-02-17 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Ameiva orcesi","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"313","Hoplocephalus stephensii","Hoplocephalus stephensii",83768293,177574,"Australasian","Terrestrial","2017-06-13 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"314","Horornis haddeni","Horornis haddeni",131113724,22734397,"Oceanian","Terrestrial","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Cettia haddeni","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",24.8,"included_species","Birds"
"315","Hydrobates leucorhous","Hydrobates leucorhous",132438484,132438298,"Afrotropical|Nearctic|Neotropical|Oceanian|Palearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Hydrobates leucorhoa leucorhoa, Oceanodroma leucorhoa","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",36.71,"included_species","Birds"
"316","Hydrobates macrodactylus","Hydrobates macrodactylus",132651919,22698530,"Nearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Oceanodroma macrodactyla","Predation",NA,0,NA,"",1,0,1,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",36.71,"included_species","Birds"
"317","Hydrobates socorroensis","Hydrobates socorroensis",132452334,132450926,"Afrotropical|Nearctic|Neotropical|Oceanian|Palearctic","Terrestrial|Marine","2018-08-14 00:00:00 UTC","Endangered",3.1,"Decreasing","Hydrobates leucorhous socorroensis, Oceanodroma socorroensis","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",36.71,"included_species","Birds"
"318","Hymenolaimus malacorhynchos","Hymenolaimus malacorhynchos",214275489,22680121,"Australasian","Terrestrial|Freshwater (=Inland waters)","2022-06-28 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,1,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",829.99,"included_species","Birds"
