scientificName,spp_name_corrected,assessmentId,internalTaxonId,realm,systems,assessmentDate,redlistCategory,criteriaVersion,populationTrend,Synonyms_or_previous_lump,Cat_effect,EXCLUDE_cats_not_attributed,Web_of_Science_no_claim,Snowball,Wallach_AU_mammal_no_claim,Opportunistic,IUCN_references,Doherty_references0_NA,Dickman_AU_mammal,Medina_references0_NA,Woinarski_AU_mammal,Garnett2020_AU_birds,Garnett2010_AU_birds,Alberts_iguanas,Oedin_bats,Welch_bats,Hume_EX_birds,Hess,Search_conducted,Mass_g_final,exclude_species,class
Cyrtodactylus thirakhupti,Cyrtodactylus thirakhupti,104718826,104716724,Indomalayan,Terrestrial,2017-05-23 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Cyrtodactylus yakhuna,Cyrtodactylus yakhuna,104716867,104716837,Indomalayan,Terrestrial,2019-09-17 00:00:00 UTC,Vulnerable,3.1,Unknown,Gymnodactylus yakhuna,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Dasia haliana,Dasia haliana,1366811,172685,Indomalayan,Terrestrial,2019-09-14 00:00:00 UTC,Vulnerable,3.1,Unknown,Euprepes halianus,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Dasycercus cristicauda,Dasycercus cristicauda,21945813,6266,Australasian,Terrestrial,2014-03-18 00:00:00 UTC,Near Threatened,3.1,Stable,"Chaetocercus cristicauda, Dasycercus hillieri",Predation,,4,,6,,1,,1,1,1,,,,,,,,2025-01-01T00:00:00Z,100,included_species,Mammals
Dasyornis brachypterus,Dasyornis brachypterus,211760838,22704507,Australasian,Terrestrial|Freshwater (=Inland waters),2022-01-06 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,1,1,,,,3,1,,,,,,2025-05-01T00:00:00Z,41.8,included_species,Birds
Dasyornis longirostris,Dasyornis longirostris,208565657,22704502,Australasian,Terrestrial,2022-01-27 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,3,,,,2,2,,,,,,2025-05-01T00:00:00Z,32.7,included_species,Birds
Dasyurus albopunctatus,Dasyurus albopunctatus,21946965,6299,Australasian,Terrestrial,2016-06-29 00:00:00 UTC,Near Threatened,3.1,Decreasing,Satanellus albopunctatus,Competition,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,637,excluded_species,Mammals
Dasyurus geoffroii,Dasyurus geoffroii,21947461,6294,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Near Threatened,3.1,Stable,NA,Predation,,18,,10,,0,,1,1,1,,,,,,,,2025-01-01T00:00:00Z,1100,included_species,Mammals
Dasyurus hallucatus,Dasyurus hallucatus,21947321,6295,Australasian,Terrestrial,2015-06-15 00:00:00 UTC,Endangered,3.1,Decreasing,Satanellus hallucatus,"Disease, Predation",,10,,9,,0,3,0,,2,,,,,,,,2025-01-01T00:00:00Z,525,included_species,Mammals
Dasyurus maculatus,Dasyurus maculatus,21946847,6300,Australasian,Terrestrial,2015-06-15 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Competition,,22,,2,,0,,1,1,1,,,,,,,,2025-01-01T00:00:00Z,5500,excluded_species,Mammals
Dasyurus spartacus,Dasyurus spartacus,21947093,6301,Australasian,Terrestrial,2016-06-30 00:00:00 UTC,Near Threatened,3.1,Unknown,Satanellus spartacus,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,1212.6,included_species,Mammals
Dasyurus viverrinus,Dasyurus viverrinus,21947190,6296,Australasian,Terrestrial,2014-03-15 00:00:00 UTC,Endangered,3.1,Decreasing,"Didelphis viverrina, Satanellus viverrinus","Competition, Predation",,11,,5,,2,,0,,2,,,,,,,,2025-01-01T00:00:00Z,1090,included_species,Mammals
Delma impar,Delma impar,101742864,6315,Australasian,Terrestrial,2017-06-13 00:00:00 UTC,Endangered,3.1,Decreasing,Pseudodelma impar,Predation,,0,,,,2,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Dendrocygna arborea,Dendrocygna arborea,154611660,22679770,Neotropical,Terrestrial|Freshwater (=Inland waters)|Marine,2019-07-16 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,2,1,,,,,,,,,,,2025-06-01T00:00:00Z,1150,included_species,Birds
Didunculus strigirostris,Didunculus strigirostris,156841404,22691890,Oceanian,Terrestrial,2016-10-01 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,9,,,2,3,,,,,,,,,,,2025-06-01T00:00:00Z,400,included_species,Birds
Dierogekko inexpectatus,Dierogekko inexpectatus,123251434,176154,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,2,,,1,3,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Dierogekko insularis,Dierogekko insularis,123257548,176200,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Dierogekko kaalaensis,Dierogekko kaalaensis,123255835,176187,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Dierogekko koniambo,Dierogekko koniambo,123254414,176177,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Dierogekko nehoueensis,Dierogekko nehoueensis,123251745,176158,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,1,,,1,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Dierogekko poumensis,Dierogekko poumensis,123254583,176178,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Dierogekko thomaswhitei,Dierogekko thomaswhitei,123250842,176150,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Dierogekko validiclavis,Dierogekko validiclavis,123256909,176196,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,Bavayia validiclavis,Predation,,0,,,,1,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Diomedea amsterdamensis,Diomedea amsterdamensis,132397831,22698310,Afrotropical|Antarctic,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Endangered,3.1,Increasing,NA,Predation,,0,,,,1,2,,2,,,,,,,,,2025-04-01T00:00:00Z,6270,included_species,Birds
Diomedea antipodensis,Diomedea antipodensis,132656045,22728318,Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,1,,,,0,0,,,,,,2025-05-01T00:00:00Z,6961.29,included_species,Birds
Diomedea dabbenena,Diomedea dabbenena,132657527,22728364,Afrotropical|Neotropical,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Diomedea chionoptera chionoptera,Predation,,1,,,,0,,,,,Not attributed,Not attributed,,,,,,2025-05-01T00:00:00Z,6961.29,included_species,Birds
Diomedea epomophora,Diomedea epomophora,132641187,22698314,Afrotropical|Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,,,3,1,,1,,Not attributed,0,,,,,,2025-05-01T00:00:00Z,8905.61,included_species,Birds
Diomedea exulans,Diomedea exulans,132640680,22698305,Afrotropical|Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,6,,,,1,1,,,,Not attributed,0,,,,,,2025-05-01T00:00:00Z,6961.29,included_species,Birds
Diomedea sanfordi,Diomedea sanfordi,132656392,22728323,Afrotropical|Antarctic|Neotropical|Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,2,,,,Not attributed,Not attributed,,,,,,2025-05-01T00:00:00Z,8905.61,included_species,Birds
Diploglossus montisserrati,Diploglossus montisserrati,115082920,6638,Neotropical,Terrestrial,2014-07-20 00:00:00 UTC,Critically Endangered,3.1,Unknown,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Diplothrix legata,Diplothrix legata,22459891,6671,Indomalayan,Terrestrial,2015-12-14 00:00:00 UTC,Endangered,3.1,Decreasing,Diplothrix legatus,Predation,,1,,,,0,3,,,,,,,,,,,2025-02-01T00:00:00Z,505.9,included_species,Mammals
Dipodomys stephensi,Dipodomys stephensi,22228640,6682,Nearctic,Terrestrial,2016-07-11 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,69.8,included_species,Mammals
Diporiphora vescus,Diporiphora vescus,83491797,83491786,Australasian,Terrestrial,2017-02-22 00:00:00 UTC,Vulnerable,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Dryolimnas augusti,Dryolimnas augusti,261999490,62258591,Afrotropical,Terrestrial|Freshwater (=Inland waters),2024-07-01 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,1,,,,,,,,,0,,2025-01-01T00:00:00Z,,included_species,
Ducula aurorae,Ducula aurorae,118663538,22691668,Oceanian,Terrestrial,2017-10-01 00:00:00 UTC,Endangered,3.1,Increasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,507.19,included_species,Birds
Ducula galeata,Ducula galeata,218092219,22691674,Oceanian,Terrestrial,2023-06-15 00:00:00 UTC,Endangered,3.1,Increasing,Serresius galeatus,Predation,,0,,,,3,1,,1,,,,,,,,,2025-07-01T00:00:00Z,605,included_species,Birds
Dysmorodrepanis munroi,Dysmorodrepanis munroi,244849755,22720738,Oceanian,Terrestrial,2023-09-11 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,1,,,,,,,,,1,,2025-05-01T00:00:00Z,,included_species,
Elanus scriptus,Elanus scriptus,212864152,22695039,Australasian,Terrestrial|Freshwater (=Inland waters),2022-01-17 00:00:00 UTC,Near Threatened,3.1,Stable,NA,"Competition, Predation",,1,,,,3,,,,,2,2,,,,,,2025-05-01T00:00:00Z,316,included_species,Birds
Eleutherodactylus barlagnei,Eleutherodactylus barlagnei,3039910,56451,Neotropical,Terrestrial|Freshwater (=Inland waters),2020-11-10 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Eleutherodactylus cavernicola,Eleutherodactylus cavernicola,3137506,7143,Neotropical,Terrestrial,2020-10-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Eleutherodactylus pinchoni,Eleutherodactylus pinchoni,3051801,56860,Neotropical,Terrestrial,2020-11-10 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Eliomys quercinus,Eliomys quercinus,3139783,7618,Palearctic,Terrestrial,2023-02-27 00:00:00 UTC,Vulnerable,3.1,Decreasing,Mus quercinus,Predation,,2,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,115,included_species,Mammals
Emberiza socotrana,Emberiza socotrana,118847061,22720940,Afrotropical|Palearctic,Terrestrial,2017-10-01 00:00:00 UTC,Near Threatened,3.1,Stable,NA,Predation,,0,,,,0,2,,,,,,,,,,,2025-04-01T00:00:00Z,14.42,included_species,Birds
Emoia adspersa,Emoia adspersa,1527142,178217,Oceanian,Terrestrial,2011-09-12 00:00:00 UTC,Endangered,3.1,Decreasing,"Eumeces adspersus, Eumeces microlepis, Euprepes parvisquameus",Predation,,0,,,,1,1,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Emoia concolor,Emoia concolor,2464821,196601,Oceanian,Terrestrial,2011-09-12 00:00:00 UTC,Near Threatened,3.1,Unknown,Gongylus concolor,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Emoia lawesi,Emoia lawesi,1537910,178528,Oceanian,Terrestrial,2011-09-16 00:00:00 UTC,Endangered,3.1,Unknown,Mabouia lawesii,Predation,,0,,,,0,1,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Emoia loyaltiensis,Emoia loyaltiensis,123257233,176198,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Vulnerable,3.1,Decreasing,Lygosoma samoense,Predation,,0,,,1,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Emoia samoensis,Emoia samoensis,2467000,196618,Oceanian,Terrestrial,2011-09-14 00:00:00 UTC,Endangered,3.1,Decreasing,Gongylus samoensis,Predation,,0,,,,0,1,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Emoia tuitarere,Emoia tuitarere,2467555,196623,Oceanian,Terrestrial,2011-09-14 00:00:00 UTC,Vulnerable,3.1,Unknown,NA,Predation,,0,,,,1,1,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Epibator greeri,Epibator greeri,123131743,176133,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,"Leiolopisma greeri, Lioscincus greeri",Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Erythrolamprus juliae,Erythrolamprus juliae,50956204,50956167,Neotropical,Terrestrial,2015-07-21 00:00:00 UTC,Near Threatened,3.1,Decreasing,"Aporophis juliae, Liophis juliae",Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Erythrolamprus perfuscus,Erythrolamprus perfuscus,115104581,12081,Neotropical,Terrestrial,2015-07-21 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Eudyptes pachyrhynchus,Eudyptes pachyrhynchus,182279725,22697776,Oceanian,Terrestrial|Marine,2020-08-18 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,1,2,,1,,,,,,,,,2025-07-01T00:00:00Z,3904.88,included_species,Birds
Euleptes europaea,Euleptes europaea,12486542,61446,Palearctic,Terrestrial,2008-12-14 00:00:00 UTC,Near Threatened,3.1,Unknown,Phyllodactylus europaeus,Predation,,0,,,,0,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Eupleres goudotii,Eupleres goudotii,45204582,68336601,Afrotropical,Terrestrial,2015-03-02 00:00:00 UTC,Vulnerable,3.1,Decreasing,Eupleres goudotii goudotti,"Competition, Predation",,2,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,3000,included_species,Mammals
Eupleres major,Eupleres major,45204313,39547,Afrotropical,Terrestrial,2015-03-02 00:00:00 UTC,Endangered,3.1,Decreasing,Eupleres goudotii major,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,2715.2,included_species,Mammals
Eupsittula nana,Eupsittula nana,179402014,45418540,Neotropical,Terrestrial,2020-08-28 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,76.9,included_species,Birds
Eupsophus insularis,Eupsophus insularis,79809055,8375,Neotropical,Terrestrial|Freshwater (=Inland waters),2018-05-28 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Cystignathus insularis,Predation,,0,,,,2,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Eurostopodus exul,Eurostopodus exul,130437059,22726340,Oceanian,Terrestrial|Freshwater (=Inland waters)|Marine,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Unknown,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-04-01T00:00:00Z,77,included_species,Birds
Eurostopodus nigripennis,Eurostopodus nigripennis,226250634,22725672,Australasian,Terrestrial|Freshwater (=Inland waters)|Marine,2023-02-09 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,2,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,134.52,included_species,Birds
Eurydactylodes agricolae,Eurydactylodes agricolae,123252637,176165,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Near Threatened,3.1,Stable,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Eurydactylodes occidentalis,Eurydactylodes occidentalis,123258219,176204,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Eurydactylodes symmetricus,Eurydactylodes symmetricus,123249462,176141,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Near Threatened,3.1,Decreasing,Eurydactylus symmetricus,Predation,,0,,,,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Eurydactylodes vieillardi,Eurydactylodes vieillardi,123253576,176172,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Near Threatened,3.1,Decreasing,Platydactylus vieillardi,Predation,,0,,,,2,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Falco araeus,Falco araeus,227717030,22696380,Afrotropical,Terrestrial,2023-03-22 00:00:00 UTC,Vulnerable,3.1,Stable,Falco araea,Predation,,0,,,,6,,,,,,,,,,,,2025-07-01T00:00:00Z,79.77,included_species,Birds
Falco punctatus,Falco punctatus,226885309,22696373,Afrotropical,Terrestrial,2023-02-08 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,2,,2,,,,,,,,,2025-01-01T00:00:00Z,167.41,included_species,Birds
Falsistrellus tasmaniensis,Falsistrellus tasmaniensis,22123618,17367,Australasian,Terrestrial,2019-08-18 00:00:00 UTC,Vulnerable,3.1,Decreasing,Pipistrellus tasmaniensis,Predation,,0,,0,,0,,Cats not mentioned,,Cats not mentioned,,,,0,Cats not mentioned,,,2025-01-01T00:00:00Z,22.7,included_species,Mammals
Flexiseps valhallae,Flexiseps valhallae,160883299,160883244,Afrotropical,Terrestrial,2019-10-24 00:00:00 UTC,Critically Endangered,3.1,Decreasing,"Amphiglossus valhallae, Scelotes valhallae, Sepsina valhallae",Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,,included_species,
Fossa fossana,Fossa fossana,45197868,8668,Afrotropical,Terrestrial,2015-03-02 00:00:00 UTC,Vulnerable,3.1,Decreasing,Viverra fossa,Competition,,2,,,1,2,,,,,,,,,,,,2025-03-01T00:00:00Z,1500,excluded_species,Mammals
Foudia aldabrana,Foudia aldabrana,180471815,103811282,Afrotropical,Terrestrial,2020-07-30 00:00:00 UTC,Endangered,3.1,Increasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,24.51,included_species,Birds
Foudia flavicans,Foudia flavicans,94614670,22719159,Afrotropical,Terrestrial,2016-10-01 00:00:00 UTC,Near Threatened,3.1,Increasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,15.34,included_species,Birds
Fregata aquila,Fregata aquila,132597828,22697728,Afrotropical,Terrestrial|Marine,2018-08-10 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,,,0,2,,1,,,,,,,,,2025-04-01T00:00:00Z,1620,included_species,Birds
Fregetta maoriana,Fregetta maoriana,132659638,22728808,Oceanian,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Unknown,"Oceanites maorianus, Pealeornis maoriana",Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,34.5,included_species,Birds
Fringilla teydea,Fringilla teydea,205778691,103822567,Palearctic,Terrestrial,2021-08-23 00:00:00 UTC,Near Threatened,3.1,Increasing,NA,Predation,,1,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,30.3,included_species,Birds
Fulica alai,Fulica alai,218635331,22692920,Oceanian,Terrestrial|Freshwater (=Inland waters)|Marine,2023-07-20 00:00:00 UTC,Near Threatened,3.1,Stable,NA,Predation,,0,,,,3,1,,1,,,,,,,,,2025-07-01T00:00:00Z,459,included_species,Birds
Galemys pyrenaicus,Galemys pyrenaicus,227363991,8826,Palearctic,Terrestrial|Freshwater (=Inland waters),2023-02-09 00:00:00 UTC,Endangered,3.1,Decreasing,Mygale pyrenaica,Predation,,0,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,60.2,included_species,Mammals
Pampusana erythroptera,Gallicolumba erythroptera,129084352,22691030,Oceanian,Terrestrial,2017-10-01 00:00:00 UTC,Critically Endangered,3.1,Decreasing,"Alopecoenas erythropterus, Gallicolumba erythroptera",Predation,,1,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,113.5,included_species,Birds
Gallinula nesiotis,Gallinula nesiotis,262209629,22728763,Afrotropical,Terrestrial|Freshwater (=Inland waters),2024-07-03 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,2,,,,,,,,,,Not attributed,,2025-01-01T00:00:00Z,,included_species,
Gallirallus lafresnayanus,Gallirallus lafresnayanus,93351848,22692388,Oceanian,Terrestrial,2016-10-01 00:00:00 UTC,Critically Endangered,3.1,Unknown,Tricholimnas lafresnayanus lafresnayanus,Predation,,0,1,,,0,2,,,,,,,,,1,,2025-03-01T00:00:00Z,,included_species,
Gallotia bravoana,Gallotia bravoana,137850527,61502,Palearctic,Terrestrial,2022-10-07 00:00:00 UTC,Endangered,3.1,Unknown,"Gallotia gomerana, Gallotia simonyi gomerana, Gallotia simonyi bravoana",Predation,,1,,,,0,2,,,,,,,,,,,2025-06-01T00:00:00Z,,included_species,
Gallotia intermedia,Gallotia intermedia,207650471,61505,Palearctic,Terrestrial,2022-10-07 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,1,2,,,2,2,,1,,,,,,,,,2025-07-01T00:00:00Z,,included_species,Reptiles
Gallotia simonyi,Gallotia simonyi,137842652,8881,Palearctic,Terrestrial,2022-10-07 00:00:00 UTC,Vulnerable,3.1,Unknown,Lacerta simonyi,Predation,,1,,,,1,2,,3,,,,,,,,,2025-06-01T00:00:00Z,,included_species,Reptiles
Galvarinus chilensis,Galvarinus chilensis,61320360,177567,Neotropical,Terrestrial,2015-05-28 00:00:00 UTC,Near Threatened,3.1,Decreasing,"Coronella chilensis, Dipsas chilensis, Tachymenis chilensis",Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Gastrotheca lojana,Gastrotheca lojana,57460905,57460899,Neotropical,Terrestrial|Freshwater (=Inland waters),2016-07-18 00:00:00 UTC,Vulnerable,3.1,Decreasing,Gastrotheca marsupiata lojana,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Gekko lauhachindai,Gekko lauhachindai,104718921,104717581,Indomalayan,Terrestrial,2017-05-24 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Geocapromys brownii,Geocapromys brownii,22186569,9001,Neotropical,Terrestrial,2017-02-03 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,1500,included_species,Mammals
Geocapromys ingrahami,Geocapromys ingrahami,224590046,9002,Neotropical,Terrestrial,2024-06-09 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Capromys ingrahami,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,800,included_species,Mammals
Geocapromys thoracatus,Geocapromys thoracatus,22186735,9003,Neotropical,Terrestrial,2018-01-26 00:00:00 UTC,Extinct,3.1,,Capromys brachyurus thoractus,Predation,,0,,,,0,1,,2,,,,,,,,,2025-01-01T00:00:00Z,890,included_species,Mammals
Geokichla guttata,Geokichla guttata,180490672,22708464,Afrotropical,Terrestrial,2020-08-14 00:00:00 UTC,Vulnerable,3.1,Decreasing,"Turdus fischeri fischeri, Zoothera fischeri fischeri, Zoothera guttata",Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,57.5,included_species,Birds
Geospiza heliobates,Geospiza heliobates,182523098,22723786,Neotropical,Terrestrial,2021-07-19 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Camarhynchus heliobates,Predation,,0,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,18,included_species,Birds
Geospiza pauper,Geospiza pauper,130488958,22723773,Neotropical,Terrestrial,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Camarhynchus pauper,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,16,included_species,Birds
Geospiza psittacula,Geospiza psittacula,182382400,22723768,Neotropical,Terrestrial,2020-08-19 00:00:00 UTC,Vulnerable,3.1,Decreasing,Camarhynchus psittacula,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,18.7,included_species,Birds
Gonatodes daudini,Gonatodes daudini,71748321,194258,Neotropical,Terrestrial,2019-02-16 00:00:00 UTC,Critically Endangered,3.1,Stable,NA,Predation,,0,,,,1,1,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Gonatodes naufragus,Gonatodes naufragus,66083603,66083579,Neotropical,Terrestrial,2014-11-25 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Gongylomorphus bojerii,Gongylomorphus bojerii,217761064,62251,Afrotropical,Terrestrial,2015-05-11 00:00:00 UTC,Critically Endangered,3.1,Stable,Scincus bojerii,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Gongylomorphus fontenayi,Gongylomorphus fontenayi,13482739,9316,Afrotropical,Terrestrial,2020-02-01 00:00:00 UTC,Endangered,3.1,Decreasing,Gongylomorphus bojerii fontenayi,Predation,,0,,,,6,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Goniurosaurus kuroiwae,Goniurosaurus kuroiwae,96877452,98152257,Indomalayan,Terrestrial,2016-12-13 00:00:00 UTC,Vulnerable,3.1,Decreasing,"Eublepharis kuroiwae, Gymnodactylus albofasciatus kuroiwae",Predation,,0,,,,0,1,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Gymnomyza aubryana,Gymnomyza aubryana,130989260,22704320,Oceanian,Terrestrial,2018-08-06 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,2,,,,,,,,,,,2025-04-01T00:00:00Z,195.09,included_species,Birds
Gymnomyza samoensis,Gymnomyza samoensis,218300594,22704317,Oceanian,Terrestrial,2023-09-08 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-05-01T00:00:00Z,99,included_species,Birds
Haematopus chathamensis,Haematopus chathamensis,214047293,22693656,Australasian,Terrestrial|Marine,2022-04-12 00:00:00 UTC,Endangered,3.1,Stable,NA,Predation,,1,1,,,0,4,,,,,,,,,,,2025-05-01T00:00:00Z,598.66,included_species,Birds
