scientificName,spp_name_corrected,assessmentId,internalTaxonId,realm,systems,assessmentDate,redlistCategory,criteriaVersion,populationTrend,Synonyms_or_previous_lump,Cat_effect,EXCLUDE_cats_not_attributed,Web_of_Science_no_claim,Snowball,Wallach_AU_mammal_no_claim,Opportunistic,IUCN_references,Doherty_references0_NA,Dickman_AU_mammal,Medina_references0_NA,Woinarski_AU_mammal,Garnett2020_AU_birds,Garnett2010_AU_birds,Alberts_iguanas,Oedin_bats,Welch_bats,Hume_EX_birds,Hess,Search_conducted,Mass_g_final,exclude_species,class
Haematopus meadewaldoi,Haematopus meadewaldoi,205917399,22693621,Palearctic,Terrestrial|Marine,2021-08-03 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,1,,,,,,,,,Not attributed,,2025-05-01T00:00:00Z,,included_species,
Haitiophis anomalus,Haitiophis anomalus,115326673,190577,Neotropical,Terrestrial,2015-07-21 00:00:00 UTC,Vulnerable,3.1,Decreasing,"Dromicus anomalus, Ocyophis anomalus, Zamensis anomalus",Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Heleioporus australiacus,Heleioporus australiacus,78436864,41046,Australasian,Terrestrial|Freshwater (=Inland waters),2021-11-17 00:00:00 UTC,Endangered,3.1,Decreasing,Rana australiaca,Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Hemidactylus bouvieri,Hemidactylus bouvieri,217782980,203840,Afrotropical,Terrestrial,2012-09-17 00:00:00 UTC,Critically Endangered,3.1,Unknown,"Emydactylus bouvieri, Hemidactylus cessacii",Predation,,,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Hemignathus affinis,Hemignathus affinis,209512755,103823664,Oceanian,Terrestrial,2024-02-26 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,24.94,included_species,Birds
Hemignathus hanapepe,Hemignathus hanapepe,250432785,103823616,Oceanian,Terrestrial,2024-02-26 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,24.94,included_species,Birds
Hemignathus wilsoni,Hemignathus wilsoni,221368605,22720799,Oceanian,Terrestrial,2022-10-07 00:00:00 UTC,Endangered,3.1,Decreasing,Hemignathus munroi,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,27.98,included_species,Birds
Hemiphaga chathamensis,Hemiphaga chathamensis,214005740,22732918,Australasian,Terrestrial,2022-04-19 00:00:00 UTC,Vulnerable,3.1,Increasing,NA,Predation,,0,1,,,0,1,,,,,,,,,,,2025-07-01T00:00:00Z,789,included_species,Birds
Henicophaps foersteri,Henicophaps foersteri,131925883,22690664,Oceanian,Terrestrial,2018-08-09 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-04-01T00:00:00Z,247,included_species,Birds
Himantopus novaezelandiae,Himantopus novaezelandiae,129560535,22693690,Australasian,Freshwater (=Inland waters)|Marine,2016-10-01 00:00:00 UTC,Critically Endangered,3.1,Increasing,NA,Predation,,3,,,1,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,195,included_species,Birds
Hipposideros demissus,Hipposideros demissus,22095744,10127,Australasian,Terrestrial,2019-07-29 00:00:00 UTC,Endangered,3.1,Unknown,NA,Predation,,0,,,,0,,,,,,,,Cats not mentioned,Cats not mentioned,,,2025-01-01T00:00:00Z,24.9,included_species,Mammals
Hipposideros dinops,Hipposideros dinops,22091011,10129,Australasian,Terrestrial,2021-07-30 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,Cats not mentioned,Cats not mentioned,,,2025-01-01T00:00:00Z,71.9,included_species,Mammals
Holcosus orcesi,Holcosus orcesi,49981970,49981813,Neotropical,Terrestrial,2016-02-17 00:00:00 UTC,Critically Endangered,3.1,Unknown,Ameiva orcesi,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Hoplocephalus stephensii,Hoplocephalus stephensii,83768293,177574,Australasian,Terrestrial,2017-06-13 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Horornis haddeni,Horornis haddeni,131113724,22734397,Oceanian,Terrestrial,2018-08-07 00:00:00 UTC,Near Threatened,3.1,Decreasing,Cettia haddeni,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,24.8,included_species,Birds
Hydrobates leucorhous,Hydrobates leucorhous,132438484,132438298,Afrotropical|Nearctic|Neotropical|Oceanian|Palearctic,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Vulnerable,3.1,Decreasing,"Hydrobates leucorhoa leucorhoa, Oceanodroma leucorhoa",Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,36.71,included_species,Birds
Hydrobates macrodactylus,Hydrobates macrodactylus,132651919,22698530,Nearctic,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Critically Endangered,3.1,Unknown,Oceanodroma macrodactyla,Predation,,0,,,1,0,1,,,,,,,,,,,2025-06-01T00:00:00Z,36.71,included_species,Birds
Hydrobates socorroensis,Hydrobates socorroensis,132452334,132450926,Afrotropical|Nearctic|Neotropical|Oceanian|Palearctic,Terrestrial|Marine,2018-08-14 00:00:00 UTC,Endangered,3.1,Decreasing,"Hydrobates leucorhous socorroensis, Oceanodroma socorroensis",Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,36.71,included_species,Birds
Hymenolaimus malacorhynchos,Hymenolaimus malacorhynchos,214275489,22680121,Australasian,Terrestrial|Freshwater (=Inland waters),2022-06-28 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,1,,,0,2,,,,,,,,,,,2025-07-01T00:00:00Z,829.99,included_species,Birds
Hypogeomys antimena,Hypogeomys antimena,216087357,10714,Afrotropical,Terrestrial,2022-04-10 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,"Predation, disease",,0,,,,0,,,,,,,,,,,,2025-07-01T00:00:00Z,1250,included_species,Mammals
Hypotaenidia dieffenbachii,Hypotaenidia dieffenbachii,229313877,22692455,Australasian,Terrestrial,2023-03-02 00:00:00 UTC,Extinct,3.1,,Gallirallus dieffenbachii,Predation,,0,,,,1,1,,,,,,,,,Not attributed,,2025-05-01T00:00:00Z,,included_species,
Hypotaenidia okinawae,Hypotaenidia okinawae,181706825,22692412,Palearctic,Terrestrial|Freshwater (=Inland waters),2020-08-13 00:00:00 UTC,Endangered,3.1,Decreasing,"Gallirallus okinawae, Rallus okinawae",Predation,,1,,,,0,1,,,,,,,,,,,2025-07-01T00:00:00Z,433,included_species,Birds
Hypotaenidia owstoni,Hypotaenidia owstoni,156506469,22692441,Oceanian,Terrestrial,2019-08-12 00:00:00 UTC,Critically Endangered,3.1,Increasing,"Gallirallus owstoni, Rallus owstoni",Predation,,0,,,,2,2,,,,,,,,,,,2025-06-01T00:00:00Z,226.03,included_species,Birds
Hypotaenidia pacifica,Hypotaenidia pacifica,229345916,22692450,Oceanian,Terrestrial,2023-03-03 00:00:00 UTC,Extinct,3.1,,Gallirallus pacificus,Predation,,0,,,,2,1,,,,,,,,,0,,2025-05-01T00:00:00Z,,included_species,
Hypotaenidia poeciloptera,Hypotaenidia poeciloptera,228869111,22728740,Oceanian,Terrestrial,2023-02-24 00:00:00 UTC,Extinct,3.1,,"Nesoclopeus poeciloptera, Nesoclopeus poecilopterus",Predation,,0,,,,1,1,,,,,,,,,0,,2025-05-01T00:00:00Z,,included_species,
Hypotaenidia sylvestris,Hypotaenidia sylvestris,212806713,22692395,Australasian,Terrestrial,2022-01-14 00:00:00 UTC,Endangered,3.1,Increasing,"Gallirallus sylvestris, Ocydromus sylvestris, Tricholimnas sylvestris",Predation,,1,4,,,0,1,,,,,,,,,,,2025-07-01T00:00:00Z,494.38,included_species,Birds
Hypsirhynchus polylepis,Hypsirhynchus polylepis,115327609,190583,Neotropical,Terrestrial,2015-07-21 00:00:00 UTC,Endangered,3.1,Decreasing,"Arrhyton polylepis, Dromicus polylepis, Schwartzophis polylepis",Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Icterus northropi,Icterus northropi,197193663,22736369,Neotropical,Terrestrial,2021-08-04 00:00:00 UTC,Endangered,3.1,Decreasing,Icterus dominicensis,Predation,,0,,,,0,1,,,,,,,,,,,2025-07-01T00:00:00Z,40,included_species,Birds
Iguana delicatissima,Iguana delicatissima,122936983,10800,Neotropical,Terrestrial,2018-03-03 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,1,,,,,,0,,,,,2025-04-01T00:00:00Z,,included_species,
Isoodon auratus,Isoodon auratus,115100163,10863,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,6,1,5,,2,3,1,1,0,,,,,,,,2025-04-01T00:00:00Z,425,included_species,Mammals
Junco insularis,Junco insularis,104279152,22721102,Neotropical,Terrestrial,2016-10-01 00:00:00 UTC,Endangered,3.1,Increasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,21.95,included_species,Birds
Kanakysaurus viviparus,Kanakysaurus viviparus,123251904,176160,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,1,,,1,0,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Kanakysaurus zebratus,Kanakysaurus zebratus,123256002,176189,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,1,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Lacertoides pardalis,Lacertoides pardalis,123251293,176153,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Lagorchestes asomatus,Lagorchestes asomatus,21954573,11160,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,0,,0,1,Cats not mentioned,,0,,,,,,,,2025-01-01T00:00:00Z,1500,included_species,Mammals
Lagostrophus fasciatus,Lagostrophus fasciatus,21955969,11171,Australasian,Terrestrial,2014-03-16 00:00:00 UTC,Vulnerable,3.1,Stable,Kangurus fasciatus,Predation,,1,,1,,1,3,0,1,0,,,,,,,,2025-01-01T00:00:00Z,1700,included_species,Mammals
Lalage newtoni,Lalage newtoni,94077305,22706569,Afrotropical,Terrestrial,2016-10-01 00:00:00 UTC,Critically Endangered,3.1,Decreasing,Coracina newtoni,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,42.9,included_species,Birds
Lanius ludovicianus,Lanius ludovicianus,179538598,22705042,Nearctic|Neotropical,Terrestrial,2020-08-30 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,0,5,,,3,,,,,,,,,,,,2025-07-01T00:00:00Z,51.59,included_species,Birds
Lanius newtoni,Lanius newtoni,176427891,22705080,Afrotropical,Terrestrial,2020-06-01 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-06-01T00:00:00Z,22.4,included_species,Birds
Larosterna inca,Larosterna inca,132576903,22694834,Neotropical,Terrestrial|Marine,2018-08-07 00:00:00 UTC,Near Threatened,3.1,Decreasing,NA,Predation,,1,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,219,included_species,Birds
Larus bulleri,Larus bulleri,176994991,22694413,Oceanian,Terrestrial|Freshwater (=Inland waters)|Marine,2020-07-28 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,,,1,1,,,,,,,,,,,2025-06-01T00:00:00Z,230.16,included_species,Birds
Larus fuliginosus,Larus fuliginosus,132552501,22694452,Neotropical,Terrestrial|Marine,2018-08-17 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,,,2,2,,,,,,,,,,,2025-04-01T00:00:00Z,380,included_species,Birds
Larvivora tanensis,Larvivora tanensis,104217117,103767625,Indomalayan|Palearctic,Terrestrial,2016-10-01 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,17,included_species,Birds
Laterallus spilonota,Laterallus spilonota,181476400,22692366,Neotropical,Terrestrial|Freshwater (=Inland waters),2020-08-11 00:00:00 UTC,Vulnerable,3.1,Decreasing,Laterallus spilonotus,Predation,,0,,,,0,1,,,,,,,,,,,2025-07-01T00:00:00Z,40.24,included_species,Birds
Leiocephalus eremitus,Leiocephalus eremitus,207443416,11388,Neotropical,Terrestrial,2015-07-23 00:00:00 UTC,Extinct,3.1,,Liocephalus eremitus,Predation,,0,1,,,3,1,,1,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Leiocephalus psammodromus,Leiocephalus psammodromus,115483438,75316425,Neotropical,Terrestrial,2015-07-24 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Leiocephalus varius,Leiocephalus varius,75607574,75319032,Neotropical,Terrestrial,2019-12-03 00:00:00 UTC,Endangered,3.1,Decreasing,Leiocephalus carinatus varius,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Leiolopisma alazon,Leiolopisma alazon,2468178,196628,Oceanian,Terrestrial,2011-09-13 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Leiolopisma ceciliae,Leiolopisma ceciliae,17023949,17023550,Afrotropical,Terrestrial,2019-02-19 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,,included_species,
Leiolopisma telfairii,Leiolopisma telfairii,152276731,11409,Afrotropical,Terrestrial,2018-01-05 00:00:00 UTC,Vulnerable,3.1,Increasing,"Lygosoma telfairii, Scincus telfairii",Predation,,0,,,,3,,,,,,,,,,,,2025-06-01T00:00:00Z,,included_species,
Leipoa ocellata,Leipoa ocellata,212766400,22678646,Australasian,Terrestrial,2022-01-13 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,2,1,,,0,4,,,,0,0,,,,,,2025-05-01T00:00:00Z,1913.89,included_species,Birds
Lepidodactylus euaensis,Lepidodactylus euaensis,192962177,196575,Oceanian,Terrestrial,2020-12-21 00:00:00 UTC,Critically Endangered,3.1,Stable,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Lepidodactylus listeri,Lepidodactylus listeri,83321765,11559,Indomalayan,Terrestrial,2017-02-20 00:00:00 UTC,Extinct in the Wild,3.1,,Gecko listeri,Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Leporillus apicalis,Leporillus apicalis,254614193,11633,Australasian,Terrestrial,2024-06-06 00:00:00 UTC,Extinct,3.1,,Hapalotis apicalis,Predation,,1,,0,,0,1,Cats not mentioned,,3,,,,,,,,2025-03-01T00:00:00Z,150,included_species,Mammals
Leporillus conditor,Leporillus conditor,254614477,11634,Australasian,Terrestrial,2024-06-16 00:00:00 UTC,Near Threatened,3.1,Unknown,Mus conditor,Predation,,4,,3,,4,3,2,1,1,,,,,,,,2025-03-01T00:00:00Z,350,included_species,Mammals
Leptonycteris nivalis,Leptonycteris nivalis,22126172,11697,Nearctic|Neotropical,Terrestrial,2015-02-21 00:00:00 UTC,Endangered,3.1,Decreasing,Ischnoglossa nivalis,Predation,,0,,,,1,1,,,,,,,0,Cats not mentioned,,,2025-01-01T00:00:00Z,25.6,included_species,Mammals
Leptotila wellsi,Leptotila wellsi,178391475,22690874,Neotropical,Terrestrial,2021-03-12 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-06-01T00:00:00Z,200,included_species,Birds
Lerista lineata,Lerista lineata,109476603,109476597,Australasian,Terrestrial,2017-02-21 00:00:00 UTC,Endangered,3.1,Unknown,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Lerista puncticauda,Lerista puncticauda,109477316,109477311,Australasian,Terrestrial,2017-02-23 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,2,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,Reptiles
Leucocarbo campbelli,Leucocarbo campbelli,133556928,22696840,Oceanian,Terrestrial|Marine,2018-08-09 00:00:00 UTC,Vulnerable,3.1,Stable,"Leucocarbo campbelli campbelli, Phalacrocorax campbelli",Predation,,0,,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,1897.36,included_species,Birds
Leucocarbo colensoi,Leucocarbo colensoi,133556641,22696869,Oceanian,Terrestrial|Marine,2018-08-09 00:00:00 UTC,Vulnerable,3.1,Stable,"Leucocarbo colensoi colensoi, Phalacrocorax colensoi",Predation,,0,,,,2,,,,,,,,,,,,2025-06-01T00:00:00Z,2000,included_species,Birds
Leucocarbo onslowi,Leucocarbo onslowi,131116322,22696861,Oceanian,Terrestrial|Marine,2018-08-09 00:00:00 UTC,Critically Endangered,3.1,Decreasing,"Leucocarbo onslowi onslowi, Phalacrocorax onslowi",Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,2072.67,included_species,Birds
Lewinia muelleri,Lewinia muelleri,209458380,22692529,Australasian,Terrestrial,2021-10-21 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,1,,,0,,,,,,,,,,,,2025-06-01T00:00:00Z,93,included_species,Birds
Liolaemus martorii,Liolaemus martorii,56065073,56065022,Neotropical,Terrestrial,2014-11-14 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,Reptiles
Liolaemus paulinae,Liolaemus paulinae,69941033,12008,Neotropical,Terrestrial,2015-05-28 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,Reptiles
Liophidium mayottensis,Liophidium mayottensis,192766936,176831,Afrotropical,Terrestrial,2020-09-29 00:00:00 UTC,Endangered,3.1,Unknown,"Ablabes rhodogaster mayottensis, Polyodontophis mayottensis",Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Liopholis guthega,Liopholis guthega,109478444,109477953,Australasian,Terrestrial,2017-06-13 00:00:00 UTC,Endangered,3.1,Decreasing,Egernia guthega,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Liopholis kintorei,Liopholis kintorei,101743329,7040,Australasian,Terrestrial,2017-02-23 00:00:00 UTC,Vulnerable,3.1,Decreasing,Egernia kintorei,Predation,,2,,,,2,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,Reptiles
Lioscincus steindachneri,Lioscincus steindachneri,123259365,176212,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,Lygosoma steindachneri,Predation,,0,,,1,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Lioscincus vivae,Lioscincus vivae,123250127,176145,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,1,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Litoria kroombitensis,Litoria kroombitensis,78452061,78399187,Australasian,Terrestrial|Freshwater (=Inland waters),2020-08-13 00:00:00 UTC,Critically Endangered,3.1,Decreasing,"Dryopsophus kroombitensis, Ranoidea kroombitensis",Predation,,0,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Litoria littlejohni,Litoria littlejohni,78433749,196720463,Australasian,Terrestrial|Freshwater (=Inland waters),2021-07-23 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Litoria raniformis,Litoria raniformis,78435466,12152,Australasian,Terrestrial|Freshwater (=Inland waters),2022-02-21 00:00:00 UTC,Vulnerable,3.1,Decreasing,"Chirodryas raniformis, Dryopsophus raniformis, Ranoidea raniformis",Predation,,1,,,,0,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,Amphibians
Litoria watsoni,Litoria watsoni,204891940,196720458,Australasian,Terrestrial|Freshwater (=Inland waters),2021-07-19 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-05-01T00:00:00Z,,included_species,
Lontra felina,Lontra felina,215395045,12303,Neotropical,Terrestrial|Freshwater (=Inland waters)|Marine,2022-05-05 00:00:00 UTC,Endangered,3.1,Decreasing,Lutra felina,"Disease, competition",,1,,,,3,,,,,,,,,,,,2025-07-01T00:00:00Z,30600,excluded_species,Mammals
Lophotibis cristata,Lophotibis cristata,254926243,22697504,Afrotropical,Terrestrial|Freshwater (=Inland waters),2024-07-11 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-01-01T00:00:00Z,583,included_species,Birds
Loxioides bailleui,Loxioides bailleui,222477278,22720742,Oceanian,Terrestrial,2023-07-20 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,3,15,,,9,4,,3,,,,,,,,,2025-07-01T00:00:00Z,37.84,included_species,Birds
Loxops coccineus,Loxops coccineus,220920210,103823991,Oceanian,Terrestrial,2022-10-07 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,1,,1,,,,,,,,,2025-07-01T00:00:00Z,10.5,included_species,Birds
Loxops ochraceus,Loxops ochraceus,250520617,103824084,Oceanian,Terrestrial,2024-02-26 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,1,,,,,,,,,,Not attributed,,2025-05-01T00:00:00Z,10.5,included_species,Birds
Lucasium occultum,Lucasium occultum,102675481,102675478,Australasian,Terrestrial,2017-06-14 00:00:00 UTC,Endangered,3.1,Unknown,Diplodactylus occultus,Predation,,0,,,,4,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Lycodryas cococola,Lycodryas cococola,189774044,189774008,Afrotropical,Terrestrial,2020-09-30 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Lycodryas maculatus,Lycodryas maculatus,189776617,193508,Afrotropical,Terrestrial,2020-09-30 00:00:00 UTC,Near Threatened,3.1,Unknown,"Dipsadoboa maculata, Lycodryas sanctijohannis, Steophis maculatus",Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,,included_species,
Lygodactylus insularis,Lygodactylus insularis,110211854,110211850,Afrotropical,Terrestrial,2019-10-22 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Lyriocephalus scutatus,Lyriocephalus scutatus,123298967,170409,Indomalayan,Terrestrial,2019-09-15 00:00:00 UTC,Vulnerable,3.1,Unknown,Lacerta scutata,Predation,,0,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Mabuya cochonae,Mabuya cochonae,47102820,47102814,Neotropical,Terrestrial,2015-07-24 00:00:00 UTC,Critically Endangered,3.1,Unknown,NA,Predation,,1,,,,1,,,,,,,,,,,,2025-03-01T00:00:00Z,,included_species,
Mabuya montserratae,Mabuya montserratae,115396914,47102881,Neotropical,Terrestrial,2015-07-22 00:00:00 UTC,Critically Endangered,3.1,Unknown,NA,Predation,,1,,,,0,,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Macrotarsomys ingens,Macrotarsomys ingens,115105272,12646,Afrotropical,Terrestrial,2016-05-10 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,63.5,included_species,Mammals
Macrotis lagotis,Macrotis lagotis,21967189,12650,Australasian,Terrestrial,2015-06-15 00:00:00 UTC,Vulnerable,3.1,Decreasing,Perameles lagotis,Predation,,18,,18,2,0,5,0,,3,,,,,,,,2025-04-01T00:00:00Z,1350,included_species,Mammals
Macrotis leucura,Macrotis leucura,21967376,12651,Australasian,Terrestrial,2012-12-31 00:00:00 UTC,Extinct,3.1,,NA,Predation,,1,,0,,1,1,Cats not mentioned,,2,,,,,,,,2025-01-01T00:00:00Z,354.3,included_species,Mammals
Magumma parva,Magumma parva,182519540,22720774,Oceanian,Terrestrial,2022-10-27 00:00:00 UTC,Endangered,3.1,Decreasing,"Hemignathus parvus, Viridonia parva",Predation,,0,,,,2,,,,,,,,,,,,2025-07-01T00:00:00Z,9.3,included_species,Birds
Marmorosphax kaala,Marmorosphax kaala,123256612,176194,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Critically Endangered,3.1,Decreasing,NA,Predation,,0,,,,0,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Marmorosphax montana,Marmorosphax montana,123248303,176136,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,0,,,,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,
Marmorosphax taom,Marmorosphax taom,123259212,176211,Australasian,Terrestrial,2017-12-11 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,1,,,1,1,1,,,,,,,,,,,2025-04-01T00:00:00Z,,included_species,Reptiles
Mascarenotus murivorus,Mascarenotus murivorus,262284504,22728856,Afrotropical,Terrestrial,2024-07-04 00:00:00 UTC,Extinct,3.1,,Strix (Athene) murivora,Predation,,0,,,,1,,,,,,,,,,0,,2025-01-01T00:00:00Z,,included_species,
Mastacomys fuscus,Mastacomys fuscus,22429430,18563,Australasian,Terrestrial,2015-07-25 00:00:00 UTC,Near Threatened,3.1,Decreasing,Pseudomys fuscus,Predation,,2,,1,,2,,Cats not mentioned,,1,,,,,,,,2025-02-01T00:00:00Z,122,included_species,Mammals
Megadyptes antipodes,Megadyptes antipodes,182703046,22697800,Oceanian,Terrestrial|Marine,2020-08-21 00:00:00 UTC,Endangered,3.1,Decreasing,NA,Predation,,8,17,,,0,4,,1,,,,,,,,,2025-07-01T00:00:00Z,5326.24,included_species,Birds
Megapodius bernsteinii,Megapodius bernsteinii,195438398,22678593,Australasian,Terrestrial,2021-02-09 00:00:00 UTC,Vulnerable,3.1,Decreasing,NA,Predation,,0,,,,2,1,,,,,,,,,,,2025-07-01T00:00:00Z,768.57,included_species,Birds
Megapodius laperouse,Megapodius laperouse,216251541,22678620,Oceanian,Terrestrial|Marine,2021-08-13 00:00:00 UTC,Near Threatened,3.1,Unknown,NA,Predation,,0,2,,,4,1,,1,,,,,,,,,2025-07-01T00:00:00Z,308,included_species,Birds
Megapodius nicobariensis,Megapodius nicobariensis,195335202,22678583,Indomalayan,Terrestrial,2021-01-27 00:00:00 UTC,Vulnerable,3.1,Stable,NA,Predation,,0,,,,1,2,,,,,,,,,,,2025-07-01T00:00:00Z,836.69,included_species,Birds
Melamprosops phaeosoma,Melamprosops phaeosoma,153774712,22720863,Oceanian,Terrestrial,2019-08-05 00:00:00 UTC,Extinct,3.1,,NA,Predation,,0,,,,0,2,,,,,,,,,0,,2025-05-01T00:00:00Z,,included_species,
