cited_by_id,article_id,edge_type,scientificName,encounter_method
(Woinarski et al. 2014) core source_claim,S. Legge pers.comm._EXCLUDE_0_Inaccessible_NA_NA,citation,Sminthopsis bindi,core_sources
(Woinarski et al. 2014) core source_claim,(Short & Hide 2012)_INCLUDE_NA_Predation in support_no_no,citation,Phascogale calura,core_sources
(Woinarski et al. 2014) core source_claim,(Smith & Quin 1996)_EXCLUDE_1_No claim_NA_NA,citation,Notomys cervinus,core_sources
(Woinarski et al. 2014) core source_claim,(Smith & Quin 1996)_EXCLUDE_1_No claim_NA_NA,citation,Notomys fuscus,core_sources
(Woinarski et al. 2014) core source_claim,(Smith & Quin 1996)_EXCLUDE_1_No claim_NA_NA,citation,Pseudomys oralis,core_sources
(Woinarski et al. 2014) core source_claim,(Soderquist 1994)_EXCLUDE_0_Inaccessible_NA_NA,citation,Phascogale tapoatafa,core_sources
(Woinarski et al. 2014) core source_claim,(Soderquist 1994)_EXCLUDE_0_Inaccessible_NA_NA,citation,Phascogale calura,core_sources
(Woinarski et al. 2014) core source_claim,(Threatened Species Scientific Committee 2008a)_EXCLUDE_0_No claim_NA_NA,citation,Notomys fuscus,core_sources
(Woinarski et al. 2014) core source_claim,(Tidemann et al. 1994)_INCLUDE_NA_Predation in support_no_no,citation,Pteropus melanotus,core_sources
(Woinarski et al. 2014) core source_claim,(Traill et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,citation,Xeromys myoides,core_sources
(Woinarski et al. 2014) core source_claim,(Van Dyck & Gynther 2012)_EXCLUDE_?_Inaccessible_NA_NA,citation,Xeromys myoides,core_sources
(Woinarski et al. 2014) core source_claim,(Wayne et al. 2011)_INCLUDE_NA_Predation in support_no_no,citation,Bettongia penicillata,core_sources
(Woinarski et al. 2014) core source_claim,(Woinarski et al. 2011a)_INCLUDE_NA_Population in support_no_no,citation,Phascogale pirata,core_sources
(Woinarski et al. 2014) core source_claim,(Woinarski et al. 2011a)_INCLUDE_NA_Population not in support_yes_no,citation,Phascogale pirata,core_sources
(Young et al. 2013)_EXCLUDE_1_Opinion claim_NA_NA,"LCY and EAV, unpubl. data_EXCLUDE_0_Inaccessible_NA_NA",citation,Phoebastria immutabilis,snowball
(Zavalaga et al. 2008a)_EXCLUDE_1_No claim_NA_NA,(Zavalaga et al. 2008b)_EXCLUDE_1_No claim_NA_NA,citation,Sternula lorata,snowball
(Zino et al. 2001)_INCLUDE_NA_Predation in support_no_no,(Zino 1991)_EXCLUDE_?_Inaccessible_NA_NA,citation,Pterodroma madeira,snowball
(Zino et al. 2001)_INCLUDE_NA_Predation in support_no_no,(Zino 1992)_INCLUDE_NA_Predation in support_no_no,citation,Pterodroma madeira,snowball
(Zino et al. 2001)_INCLUDE_NA_Predation in support_no_no,(Zino et al. 1995)_INCLUDE_NA_Predation in support_no_no,citation,Pterodroma madeira,snowball
(van Riper III 1980a)_INCLUDE_NA_Predation in support_no_no,(van Riper III 1980a)_INCLUDE_NA_Predation in support_no_no,citation,Loxioides bailleui,snowball
Opportunistic_Systematic external review,(Aguilar 1999)_EXCLUDE_0_Opinion claim_NA_NA,citation,Puffinus mauretanicus,opportunistic
Opportunistic_Systematic external review,(Anthony 1925)_INCLUDE_NA_Predation in support_no_no,citation,Hydrobates macrodactylus,opportunistic
Opportunistic_Systematic external review,(Bell & Bell 2000a)_EXCLUDE_1_Opinion claim_NA_NA,citation,Thinornis novaeseelandiae,opportunistic
Opportunistic_Systematic external review,(Best & Powlesland 1985)_EXCLUDE_0_Inaccessible_NA_NA,citation,Strigops habroptilus,opportunistic
Opportunistic_Systematic external review,(Bradley & Gerber 2005)_EXCLUDE_0_Opinion claim_NA_NA,citation,Cyclura pinguis,opportunistic
Opportunistic_Systematic external review,(Burbidge et al. 2000)_EXCLUDE_0_Opinion claim_NA_NA,citation,Isoodon auratus,opportunistic
Opportunistic_Systematic external review,(Butler 1989)_EXCLUDE_0_Inaccessible_NA_NA,citation,Strigops habroptilus,opportunistic
Opportunistic_Systematic external review,(Watling 1995)_EXCLUDE_1_No claim_NA_NA,citation,Vini kuhlii,opportunistic
Opportunistic_Systematic external review,(Daniel 1990)_EXCLUDE_?_Inaccessible_NA_NA,citation,Mystacina tuberculata,opportunistic
Opportunistic_Systematic external review,(Department of Environment Land Water and Planning 2016)_EXCLUDE_0_Opinion claim_NA_NA,citation,Burramys parvus,opportunistic
Opportunistic_Systematic external review,(Finlayson et al. 2010)_EXCLUDE_?_Inaccessible_NA_NA,citation,Bettongia lesueur,opportunistic
Opportunistic_Systematic external review,(Fisher et al. 2019)_EXCLUDE_0_No claim_NA_NA,citation,Brachylophus vitiensis,opportunistic
Opportunistic_Systematic external review,(McCormack & Künzlè 1996)_EXCLUDE_1_No claim_NA_NA,citation,Vini kuhlii,opportunistic
Opportunistic_Systematic external review,(Geyle et al. 2018)_EXCLUDE_1_No claim_NA_NA,citation,Zyzomys pedunculatus,opportunistic
Opportunistic_Systematic external review,(Geyle et al. 2025)_INCLUDE_NA_Population not in support_yes_yes,citation,Macrotis lagotis,opportunistic
Opportunistic_Systematic external review,(Goode et al. 2020)_INCLUDE_NA_Predation not in support_no_no,citation,Ctenosaura oedirhina,opportunistic
Opportunistic_Systematic external review,(Gunby 2024)_INCLUDE_NA_Predation in support_no_no,citation,Charadrius bicinctus,opportunistic
Opportunistic_Systematic external review,(Harlow & Biciloa 2001)_EXCLUDE_1_Opinion claim_NA_NA,citation,Brachylophus vitiensis,opportunistic
Opportunistic_Systematic external review,(Harlow & Biciloa 2001)_EXCLUDE_1_Opinion claim_NA_NA,citation,Cyclura carinata,opportunistic
Opportunistic_Systematic external review,(Hill et al. 2004)_EXCLUDE_0_Inaccessible_NA_NA,citation,Macrotis lagotis,opportunistic
Opportunistic_Systematic external review,(Karl & Best 1982)_INCLUDE_NA_Predation in support_no_no,citation,Strigops habroptilus,opportunistic
Opportunistic_Systematic external review,(Keedwell et al. 2002b)_EXCLUDE_1_Does not test claim_NA_NA,citation,Himantopus novaezelandiae,opportunistic
Opportunistic_Systematic external review,(Middlemiss 1995)_INCLUDE_NA_Predation in support_no_no,citation,Oligosoma grande,opportunistic
Opportunistic_Systematic external review,(Middlemiss 1995)_INCLUDE_NA_Predation in support_no_no,citation,Oligosoma otagense,opportunistic
Opportunistic_Systematic external review,(Miskelly et al. 2020)_EXCLUDE_1_Opinion claim_NA_NA,citation,Anas aucklandica,opportunistic
Opportunistic_Systematic external review,(Miskelly et al. 2020)_INCLUDE_NA_Predation in support_no_no,citation,Cyanoramphus auriceps,opportunistic
Opportunistic_Systematic external review,(Miskelly et al. 2020)_EXCLUDE_1_Opinion claim_NA_NA,citation,Lewinia muelleri,opportunistic
Opportunistic_Systematic external review,(Moorhouse & Powlesland 1991)_INCLUDE_NA_Predation in support_no_no,citation,Strigops habroptilus,opportunistic
Opportunistic_Systematic external review,(Palmas et al. 2017)_INCLUDE_NA_Predation in support_no_no,citation,Caledoniscincus aquilonius,opportunistic
Opportunistic_Systematic external review,(Palmas et al. 2017)_INCLUDE_NA_Predation in support_no_no,citation,Caledoniscincus auratus,opportunistic
Opportunistic_Systematic external review,(Palmas et al. 2017)_INCLUDE_NA_Predation in support_no_no,citation,Kanakysaurus viviparus,opportunistic
Opportunistic_Systematic external review,(Palmas et al. 2017)_INCLUDE_NA_Predation in support_no_no,citation,Phasmasaurus maruia,opportunistic
Opportunistic_Systematic external review,(Palmas et al. 2017)_INCLUDE_NA_Predation in support_no_no,citation,Phasmasaurus tillieri,opportunistic
Opportunistic_Systematic external review,(Pocknee 2024)_INCLUDE_NA_Population not in support_yes_yes,citation,Bettongia tropica,opportunistic
Opportunistic_Systematic external review,(Ramos 1996)_EXCLUDE_0_Opinion claim_NA_NA,citation,Pyrrhula murina,opportunistic
Web of Science_Systematic external review,(Adams et al. 2019)_EXCLUDE_1_No claim_NA_NA,citation,Ardenna creatopus,web_of_science
Web of Science_Systematic external review,(Alho et al. 2022)_EXCLUDE_1_No claim_NA_NA,citation,Calonectris edwardsii,web_of_science
Web of Science_Systematic external review,(Alterio & Moller 1997)_INCLUDE_NA_Predation not in support_no_no,citation,Megadyptes antipodes,web_of_science
Web of Science_Systematic external review,(Alterio et al. 1998)_EXCLUDE_1_Opinion claim_NA_NA,citation,Megadyptes antipodes,web_of_science
Web of Science_Systematic external review,(Amarasekare 1993)_EXCLUDE_1_Opinion claim_NA_NA,citation,Loxioides bailleui,web_of_science
Web of Science_Systematic external review,(Amarasekare 1994)_INCLUDE_NA_Predation not in support_no_no,citation,Loxioides bailleui,web_of_science
Web of Science_Systematic external review,(Arnaud et al. 1993)_INCLUDE_NA_Predation in support_no_no,citation,Urosaurus auriculatus,web_of_science
Web of Science_Systematic external review,(Arthur et al. 2012)_INCLUDE_NA_Population not in support_yes_no,citation,Potorous tridactylus,web_of_science
Web of Science_Systematic external review,(Augusteyn et al. 2021)_EXCLUDE_1_No claim_NA_NA,citation,Macrotis lagotis,web_of_science
Web of Science_Systematic external review,(Azumi et al. 2021)_INCLUDE_NA_Predation in support_no_no,citation,Calonectris leucomelas,web_of_science
Web of Science_Systematic external review,(Bretagnolle et al. 2025)_INCLUDE_NA_Predation in support_no_no,citation,Pterodroma brevipes,web_of_science
Web of Science_Systematic external review,(Bain et al. 2015)_INCLUDE_NA_Predation in support_no_no,citation,Setonix brachyurus,web_of_science
Web of Science_Systematic external review,(Baker & Beveridge 2001)_EXCLUDE_1_No claim_NA_NA,citation,Dasyurus viverrinus,web_of_science
Web of Science_Systematic external review,(Balasubramanian et al. 2022)_EXCLUDE_1_No claim_NA_NA,citation,Chelonoidis niger,web_of_science
Web of Science_Systematic external review,(Bannister et al. 2021)_EXCLUDE_1_No claim_NA_NA,citation,Bettongia lesueur,web_of_science
Web of Science_Systematic external review,(Barbraud et al. 2021)_INCLUDE_NA_Predation in support_no_no,citation,Diomedea exulans,web_of_science
Web of Science_Systematic external review,(Barbraud et al. 2021)_INCLUDE_NA_Population in support_no_no,citation,Diomedea exulans,web_of_science
Web of Science_Systematic external review,(Bell 2017)_INCLUDE_NA_Predation in support_no_no,citation,Chlidonias albostriatus,web_of_science
Web of Science_Systematic external review,(Bentz et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,citation,Amerotyphlops tasymicris,web_of_science
Web of Science_Systematic external review,(Berris et al. 2020)_EXCLUDE_1_No claim_NA_NA,citation,Macrotis lagotis,web_of_science
Web of Science_Systematic external review,(Berruti et al. 1995)_EXCLUDE_1_Opinion claim_NA_NA,citation,Procellaria aequinoctialis,web_of_science
Web of Science_Systematic external review,(Bird et al. 2024)_INCLUDE_NA_Population not in support_no_no,citation,Procellaria cinerea,web_of_science
Web of Science_Systematic external review,(Bisbal 2008)_EXCLUDE_1_Inaccessible_NA_NA,citation,Amazona barbadensis,web_of_science
Web of Science_Systematic external review,(Blanchard et al. 2024)_INCLUDE_NA_Population in support_yes_yes,citation,Diomedea exulans,web_of_science
Web of Science_Systematic external review,(Blanchard et al. 2024)_INCLUDE_NA_Predation in support_no_no,citation,Diomedea exulans,web_of_science
Web of Science_Systematic external review,(Blanvillain et al. 2002)_INCLUDE_NA_Population in support_yes_yes,citation,Numenius tahitiensis,web_of_science
Web of Science_Systematic external review,(Blanvillain et al. 2002)_INCLUDE_NA_Population in support_yes_yes,citation,Pampusana erythroptera,web_of_science
Web of Science_Systematic external review,(Blanvillain et al. 2002)_INCLUDE_NA_Population in support_yes_yes,citation,Prosobonia cancellata,web_of_science
Web of Science_Systematic external review,(Blumstein et al. 2019)_EXCLUDE_1_No claim_NA_NA,citation,Bettongia lesueur,web_of_science
Web of Science_Systematic external review,(Blumstein et al. 2019)_EXCLUDE_1_No claim_NA_NA,citation,Macrotis lagotis,web_of_science
Web of Science_Systematic external review,(Bonnaud et al. 2012)_INCLUDE_NA_Predation in support_no_no,citation,Puffinus yelkouan,web_of_science
Web of Science_Systematic external review,(Bonnaud et al. 2015)_INCLUDE_NA_Predation in support_no_no,citation,Puffinus yelkouan,web_of_science
Web of Science_Systematic external review,(Borkin et al. 2023)_INCLUDE_NA_Predation in support_no_no,citation,Chalinolobus tuberculatus,web_of_science
Web of Science_Systematic external review,(Borkin et al. 2023)_INCLUDE_NA_Predation in support_no_no,citation,Mystacina tuberculata,web_of_science
Web of Science_Systematic external review,(Bourgeois & Vidal 2008)_EXCLUDE_1_Opinion claim_NA_NA,citation,Puffinus yelkouan,web_of_science
Web of Science_Systematic external review,(Bourgoin et al. 2024)_EXCLUDE_1_Does not test claim_NA_NA,citation,Diomedea exulans,web_of_science
Web of Science_Systematic external review,(Bretagnolle et al. 2021)_INCLUDE_NA_Predation in support_no_no,citation,Pterodroma leucoptera,web_of_science
Web of Science_Systematic external review,(Burns et al. 2013)_INCLUDE_NA_Population in support_yes_yes,citation,Charadrius sanctaehelenae,web_of_science
Web of Science_Systematic external review,(Burns et al. 2013)_INCLUDE_NA_Predation in support_no_no,citation,Charadrius sanctaehelenae,web_of_science
Web of Science_Systematic external review,(Burns 2020)_INCLUDE_NA_Predation not in support_no_no,citation,Pseudomys novaehollandiae,web_of_science
Web of Science_Systematic external review,(Lorenzo et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,citation,Sylvilagus mansuetus,web_of_science
Web of Science_Systematic external review,(Cameron et al. 2005)_EXCLUDE_1_No claim_NA_NA,citation,Himantopus novaezelandiae,web_of_science
Web of Science_Systematic external review,(Campolina et al. 2024)_EXCLUDE_1_Does not test claim_NA_NA,citation,Procellaria cinerea,web_of_science
Web of Science_Systematic external review,(Carle et al. 2019)_EXCLUDE_1_No claim_NA_NA,citation,Ardenna creatopus,web_of_science
Web of Science_Systematic external review,(Carle et al. 2021)_EXCLUDE_1_Does not test claim_NA_NA,citation,Ardenna creatopus,web_of_science
Web of Science_Systematic external review,(Carle et al. 2024)_EXCLUDE_1_No claim_NA_NA,citation,Ardenna creatopus,web_of_science
Web of Science_Systematic external review,(Chalkowski et al. 2021)_EXCLUDE_1_No claim_NA_NA,citation,Corvus hawaiiensis,web_of_science
Web of Science_Systematic external review,(Chapuis et al. 2001)_EXCLUDE_1_No claim_NA_NA,citation,Anas eatoni,web_of_science
Web of Science_Systematic external review,(Chen et al. 2024)_EXCLUDE_1_No claim_NA_NA,citation,Macrotis lagotis,web_of_science
Web of Science_Systematic external review,(Cleeland et al. 2020)_EXCLUDE_1_No claim_NA_NA,citation,Phoebetria palpebrata,web_of_science
Web of Science_Systematic external review,(Copley 1999b)_INCLUDE_NA_Predation in support_no_no,citation,Leporillus conditor,web_of_science
Web of Science_Systematic external review,(Copley 1999a)_EXCLUDE_1_No claim_NA_NA,citation,Leporillus apicalis,web_of_science
Web of Science_Systematic external review,(Copley 1999a)_INCLUDE_NA_Predation in support_no_no,citation,Leporillus conditor,web_of_science
Web of Science_Systematic external review,(Cortés & González-Solís 2018)_EXCLUDE_1_No claim_NA_NA,citation,Puffinus mauretanicus,web_of_science
Web of Science_Systematic external review,(Cowan et al. 2024)_INCLUDE_NA_Population not in support_no_no,citation,Phascogale calura,web_of_science
Web of Science_Systematic external review,(Crawford et al. 2003)_EXCLUDE_1_No claim_NA_NA,citation,Diomedea exulans,web_of_science
Web of Science_Systematic external review,(Crawford et al. 2003)_EXCLUDE_1_No claim_NA_NA,citation,Sterna virgata,web_of_science
Web of Science_Systematic external review,(Cruz et al. 2013)_EXCLUDE_1_No claim_NA_NA,citation,Dasyurus geoffroii,web_of_science
Web of Science_Systematic external review,(Cruz et al. 2014)_EXCLUDE_1_Opinion claim_NA_NA,citation,Chlidonias albostriatus,web_of_science
Web of Science_Systematic external review,(Cuthbert 2003)_EXCLUDE_1_No claim_NA_NA,citation,Nestor notabilis,web_of_science
Web of Science_Systematic external review,(Kesler et al. 2012)_EXCLUDE_1_Opinion claim_NA_NA,citation,Todiramphus gambieri,web_of_science
Web of Science_Systematic external review,(Wills et al. 2003)_INCLUDE_NA_Predation in support_no_no,citation,Charadrius obscurus,web_of_science
Web of Science_Systematic external review,(Wills et al. 2003)_INCLUDE_NA_Predation not in support_no_no,citation,Charadrius obscurus,web_of_science
Web of Science_Systematic external review,(Priddel et al. 2008)_EXCLUDE_1_Opinion claim_NA_NA,citation,Pseudobulweria macgillivrayi,web_of_science
Web of Science_Systematic external review,(Danckwerts et al. 2016)_EXCLUDE_1_No claim_NA_NA,citation,Pterodroma baraui,web_of_science
Web of Science_Systematic external review,(Davies et al. 2018)_INCLUDE_NA_Population in support_yes_no,citation,Conilurus penicillatus,web_of_science
Web of Science_Systematic external review,(Dawson et al. 2018)_EXCLUDE_1_No claim_NA_NA,citation,Macrotis lagotis,web_of_science
