key,article_id,cited_by_id,scientificName,distance_to_terminus,article_node_name,Peer_reviewed_source,in_support,evidence_type_synthetic,has_data,of_quality,source_year
Setonix brachyurus (IUCN 2025) core source_claim,(Hayward et al. 2004)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Setonix brachyurus,2,(Hayward et al. 2004),"",Not relevant,Opinion claim,"",no,2011
Setonix brachyurus (Radford et al. 2018) core source_claim,(De Tores et al. 2007)_EXCLUDE_1_Opinion claim_NA_NA,(Radford et al. 2018) core source_claim,Setonix brachyurus,1,(De Tores et al. 2007),"",Not relevant,Opinion claim,"",no,2016
Setonix brachyurus (Radford et al. 2018) core source_claim,(Short et al. 1992)_EXCLUDE_1_Opinion claim_NA_NA,(Radford et al. 2018) core source_claim,Setonix brachyurus,1,(Short et al. 1992),"",Not relevant,Opinion claim,"",no,2016
Setonix brachyurus (Wallach & Lundgren 2025)_external review without claim,(Bain 2015)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Setonix brachyurus,1,(Bain 2015),"",Yes,Predation in support without data,no,no,2022
Setonix brachyurus (Wallach & Lundgren 2025)_external review without claim,(Doherty et al. 2015)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Setonix brachyurus,1,(Doherty et al. 2015),"",Yes,Predation in support without data,no,no,2022
Setonix brachyurus (Wallach & Lundgren 2025)_external review without claim,(Hayward et al. 2005)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Setonix brachyurus,1,(Hayward et al. 2005),"",Yes,Predation in support without data,no,no,2022
Setonix brachyurus (Woinarski et al. 2014) core source_claim,(Abbott 2002)_EXCLUDE_1_No claim_NA_NA,(Woinarski et al. 2014) core source_claim,Setonix brachyurus,1,(Abbott 2002),"",Not relevant,No claim,"",no,2013
Setonix brachyurus Web of Science_Systematic external review,(Bain et al. 2015)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Setonix brachyurus,1,(Bain et al. 2015),"",Yes,Predation in support without data,no,no,2025
Setonix brachyurus Web of Science_Systematic external review,(Gaschk & Clemente 2022)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Setonix brachyurus,1,(Gaschk & Clemente 2022),"",Not relevant,No claim,"",no,2025
Setonix brachyurus Web of Science_Systematic external review,(Hearn et al. 1998)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Setonix brachyurus,1,(Hearn et al. 1998),"",Not relevant,No claim,"",no,2025
Setophaga graysoni (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Setophaga graysoni,(IUCN 2025) core source_claim,Setophaga graysoni,1,NOTHING NA Setophaga graysoni,"",Not relevant,No citation given,"",no,2019
Sigaloseps balios (IUCN 2025) core source_claim,(Palmas et al. In preparation)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sigaloseps balios,1,(Palmas et al. In preparation),0,Not relevant,Inaccessible,"",no,2016
Sigaloseps conditus (IUCN 2025) core source_claim,(Palmas et al. In preparation)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sigaloseps conditus,1,(Palmas et al. In preparation),0,Not relevant,Inaccessible,"",no,2016
Sigaloseps ruficauda (Doherty et al. 2016) core source_claim,(Palmas et al. In preparation)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Sigaloseps ruficauda,2,(Palmas et al. In preparation),0,Not relevant,Inaccessible,"",no,2014
Sigaloseps ruficauda (IUCN 2025) core source_claim,(Palmas et al. In preparation)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sigaloseps ruficauda,1,(Palmas et al. In preparation),0,Not relevant,Inaccessible,"",no,2016
Sittiparus owstoni (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sittiparus owstoni,(IUCN 2025) core source_claim,Sittiparus owstoni,1,NOTHING NA Sittiparus owstoni,"",Not relevant,No citation given,"",no,2016
Sminthopsis bindi (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sminthopsis bindi,(IUCN 2025) core source_claim,Sminthopsis bindi,1,NOTHING NA Sminthopsis bindi,"",Not relevant,No citation given,"",no,2013
Sminthopsis bindi (Wallach & Lundgren 2025)_external review without claim,(Stokeld et al. 2016)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis bindi,1,(Stokeld et al. 2016),"",Yes,Predation in support without data,no,no,2022
Sminthopsis bindi (Woinarski et al. 2014) core source_claim,S. Legge pers.comm._EXCLUDE_0_Inaccessible_NA_NA,(Woinarski et al. 2014) core source_claim,Sminthopsis bindi,1,S. Legge pers.comm.,0,Not relevant,Inaccessible,"",no,2013
Sminthopsis butleri (Dickman 1996b) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sminthopsis butleri,(Dickman 1996b) core source_claim,Sminthopsis butleri,1,NOTHING NA Sminthopsis butleri,"",Not relevant,No citation given,"",no,1994
Sminthopsis butleri (Doherty et al. 2016) core source_claim,(Woinarski 2004)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Sminthopsis butleri,1,(Woinarski 2004),"",Not relevant,Opinion claim,"",no,2014
Sminthopsis butleri (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sminthopsis butleri,(Doherty et al. 2016) core source_claim,Sminthopsis butleri,2,NOTHING NA Sminthopsis butleri,"",Not relevant,No citation given,"",no,2014
Sminthopsis butleri (IUCN 2025) core source_claim,(Woinarski 2004)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Sminthopsis butleri,1,(Woinarski 2004),"",Not relevant,Opinion claim,"",no,2014
Sminthopsis butleri (Wallach & Lundgren 2025)_external review without claim,(Stobo-Wilson et al. 2020)_INCLUDE_NA_Population in support_yes_yes,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis butleri,1,(Stobo-Wilson et al. 2020),"",Yes,Population in support with data of quality,yes,yes,2022
Sminthopsis butleri (Woinarski et al. 2014) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sminthopsis butleri,(Woinarski et al. 2014) core source_claim,Sminthopsis butleri,1,NOTHING NA Sminthopsis butleri,"",Not relevant,No citation given,"",no,2013
Sminthopsis douglasi (Dickman 1996b) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sminthopsis douglasi,(Dickman 1996b) core source_claim,Sminthopsis douglasi,1,NOTHING NA Sminthopsis douglasi,"",Not relevant,No citation given,"",no,1994
Sminthopsis douglasi (IUCN 2025) core source_claim,(Lundie-Jenkins & Payne 2000)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sminthopsis douglasi,1,(Lundie-Jenkins & Payne 2000),0,Not relevant,Inaccessible,"",no,2014
Sminthopsis douglasi (Wallach & Lundgren 2025)_external review without claim,(Doherty et al. 2015)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis douglasi,1,(Doherty et al. 2015),"",Yes,Predation in support without data,no,no,2022
Sminthopsis douglasi (Wallach & Lundgren 2025)_external review without claim,(Doherty et al. 2015)_INCLUDE_NA_Predation not in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis douglasi,1,(Doherty et al. 2015),"",No,Predation not in support without data,no,no,2022
Sminthopsis douglasi (Wallach & Lundgren 2025)_external review without claim,(Kutt & Kitchener 2012)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis douglasi,1,(Kutt & Kitchener 2012),"",Yes,Predation in support without data,no,no,2022
Sminthopsis douglasi (Wallach & Lundgren 2025)_external review without claim,(Kutt & Kitchener 2012)_INCLUDE_NA_Predation not in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis douglasi,1,(Kutt & Kitchener 2012),"",No,Predation not in support without data,no,no,2022
Sminthopsis douglasi (Wallach & Lundgren 2025)_external review without claim,(Kutt 2003)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis douglasi,1,(Kutt 2003),"",Yes,Predation in support without data,no,no,2022
Sminthopsis douglasi (Wallach & Lundgren 2025)_external review without claim,(Kutt 2011)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis douglasi,1,(Kutt 2011),"",Yes,Predation in support without data,no,no,2022
Sminthopsis douglasi (Wallach & Lundgren 2025)_external review without claim,(Mifsud & Woolley 2012)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Sminthopsis douglasi,1,(Mifsud & Woolley 2012),"",Yes,Predation in support without data,no,no,2022
Sminthopsis douglasi (Woinarski et al. 2014) core source_claim,(Kutt 2003)_INCLUDE_NA_Predation in support_no_no,(Woinarski et al. 2014) core source_claim,Sminthopsis douglasi,1,(Kutt 2003),"",Yes,Predation in support without data,no,no,2013
Sminthopsis douglasi (Woinarski et al. 2014) core source_claim,(Lundie-Jenkins & Payne 2000)_EXCLUDE_0_Inaccessible_NA_NA,(Woinarski et al. 2014) core source_claim,Sminthopsis douglasi,1,(Lundie-Jenkins & Payne 2000),0,Not relevant,Inaccessible,"",no,2013
Sminthopsis douglasi (Woinarski et al. 2014) core source_claim,(Mifsud & Woolley 2012)_INCLUDE_NA_Predation in support_no_no,(Woinarski et al. 2014) core source_claim,Sminthopsis douglasi,1,(Mifsud & Woolley 2012),"",Yes,Predation in support without data,no,no,2013
Sminthopsis douglasi (Woinarski et al. 2014) core source_claim,(Mifsud 1999)_EXCLUDE_0_Inaccessible_NA_NA,(Woinarski et al. 2014) core source_claim,Sminthopsis douglasi,1,(Mifsud 1999),0,Not relevant,Inaccessible,"",no,2013
Sminthopsis douglasi Web of Science_Systematic external review,(Mifsud & Woolley 2012)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Sminthopsis douglasi,1,(Mifsud & Woolley 2012),"",Yes,Predation in support without data,no,no,2025
Sminthopsis psammophila (Dickman 1996b) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sminthopsis psammophila,(Dickman 1996b) core source_claim,Sminthopsis psammophila,1,NOTHING NA Sminthopsis psammophila,"",Not relevant,No citation given,"",no,1994
Sminthopsis psammophila (Doherty et al. 2016) core source_claim,(Churchill 2001)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Sminthopsis psammophila,1,(Churchill 2001),"",Not relevant,Opinion claim,"",no,2014
Sminthopsis psammophila (Doherty et al. 2016) core source_claim,(Kinnear et al. 2002)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Sminthopsis psammophila,2,(Kinnear et al. 2002),"",Not relevant,No claim,"",no,2014
Sminthopsis psammophila (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sminthopsis psammophila,(IUCN 2025) core source_claim,Sminthopsis psammophila,1,NOTHING NA Sminthopsis psammophila,"",Not relevant,No citation given,"",no,2013
Sminthopsis psammophila (Woinarski et al. 2014) core source_claim,(Kinnear et al. 2002)_EXCLUDE_1_No claim_NA_NA,(Woinarski et al. 2014) core source_claim,Sminthopsis psammophila,1,(Kinnear et al. 2002),"",Not relevant,No claim,"",no,2013
Solenodon marcanoi (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Solenodon marcanoi,(Doherty et al. 2016) core source_claim,Solenodon marcanoi,2,NOTHING NA Solenodon marcanoi,"",Not relevant,No citation given,"",no,2014
Solenodon marcanoi (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Solenodon marcanoi,(IUCN 2025) core source_claim,Solenodon marcanoi,1,NOTHING NA Solenodon marcanoi,"",Not relevant,No citation given,"",no,2017
Sphaerodactylus beattyi (IUCN 2025) core source_claim,"J. Valiulis, pers. comm. 2015_EXCLUDE_0_Inaccessible_NA_NA",(IUCN 2025) core source_claim,Sphaerodactylus beattyi,1,"J. Valiulis, pers. comm. 2015",0,Not relevant,Inaccessible,"",no,2014
Sphaerodactylus inaguae (IUCN 2025) core source_claim,S.D. Buckner pers. comm. 2015_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sphaerodactylus inaguae,1,S.D. Buckner pers. comm. 2015,0,Not relevant,Inaccessible,"",no,2014
Sphaerodactylus kirbyi (Doherty et al. 2016) core source_claim,(Bentz et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Sphaerodactylus kirbyi,1,(Bentz et al. 2011),"",Not relevant,Opinion claim,"",no,2014
Sphaerodactylus kirbyi (IUCN 2025) core source_claim,(Bentz et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Sphaerodactylus kirbyi,1,(Bentz et al. 2011),"",Not relevant,Opinion claim,"",no,2010
Sphaerodactylus kirbyi (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sphaerodactylus kirbyi,(IUCN 2025) core source_claim,Sphaerodactylus kirbyi,1,NOTHING NA Sphaerodactylus kirbyi,"",Not relevant,No citation given,"",no,2010
Sphaerodactylus mariguanae (IUCN 2025) core source_claim,S.B. Hedges pers. comm. 2016_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sphaerodactylus mariguanae,1,S.B. Hedges pers. comm. 2016,0,Not relevant,Inaccessible,"",no,2014
Sphaerodactylus mariguanae (IUCN 2025) core source_claim,S.D. Buckner pers. comm. 2015_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sphaerodactylus mariguanae,1,S.D. Buckner pers. comm. 2015,0,Not relevant,Inaccessible,"",no,2014
Sphaerodactylus mariguanae (IUCN 2025) core source_claim,S.D. Buckner pers. comm. 2016_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sphaerodactylus mariguanae,1,S.D. Buckner pers. comm. 2016,0,Not relevant,Inaccessible,"",no,2014
Spheniscus demersus (Doherty et al. 2016) core source_claim,(Pichegru 2013)_EXCLUDE_0_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus demersus,2,(Pichegru 2013),"",Not relevant,No claim,"",no,2014
Spheniscus demersus (Doherty et al. 2016) core source_claim,(Underhill et al. 2006)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus demersus,2,(Underhill et al. 2006),"",Not relevant,Opinion claim,"",no,2014
Spheniscus demersus (Doherty et al. 2016) core source_claim,(Weller et al. 2016)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus demersus,2,(Weller et al. 2016),"",Not relevant,No claim,"",no,2014
Spheniscus demersus (Doherty et al. 2016) core source_claim,Weller 2014_EXCLUDE_?_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus demersus,2,Weller 2014,?,Not relevant,Inaccessible,"",no,2014
Spheniscus demersus (IUCN 2025) core source_claim,(Pichegru 2013)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus demersus,1,(Pichegru 2013),"",Not relevant,No claim,"",no,2023
Spheniscus demersus (IUCN 2025) core source_claim,(Underhill et al. 2006)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus demersus,1,(Underhill et al. 2006),"",Not relevant,Opinion claim,"",no,2023
Spheniscus demersus (IUCN 2025) core source_claim,(Weller et al. 2016)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus demersus,1,(Weller et al. 2016),"",Not relevant,No claim,"",no,2023
Spheniscus demersus (IUCN 2025) core source_claim,Weller 2014_EXCLUDE_?_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Spheniscus demersus,1,Weller 2014,?,Not relevant,Inaccessible,"",no,2023
Spheniscus demersus (Medina et al. 2011) core source_claim,(Apps 1983)_INCLUDE_NA_Predation in support_no_no,(Medina et al. 2011) core source_claim,Spheniscus demersus,1,(Apps 1983),"",Yes,Predation in support without data,no,no,2009
Spheniscus demersus (Medina et al. 2011) core source_claim,(Berruti 1986)_INCLUDE_NA_Predation in support_no_no,(Medina et al. 2011) core source_claim,Spheniscus demersus,1,(Berruti 1986),"",Yes,Predation in support without data,no,no,2009
Spheniscus demersus (Medina et al. 2011) core source_claim,(Cooper 1977)_INCLUDE_NA_Predation in support_no_no,(Medina et al. 2011) core source_claim,Spheniscus demersus,1,(Cooper 1977),"",Yes,Predation in support without data,no,no,2009
Spheniscus demersus Web of Science_Systematic external review,(Vanstreels et al. 2019)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Spheniscus demersus,1,(Vanstreels et al. 2019),"",Not relevant,No claim,"",no,2025
Spheniscus demersus Web of Science_Systematic external review,(Yabsley et al. 2017)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Spheniscus demersus,1,(Yabsley et al. 2017),"",Not relevant,No claim,"",no,2025
Spheniscus humboldti (Doherty et al. 2016) core source_claim,(Araya et al. 2000)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus humboldti,1,(Araya et al. 2000),0,Not relevant,Inaccessible,"",no,2014
Spheniscus humboldti (Doherty et al. 2016) core source_claim,(UNEP World Conservation Monitoring Centre 2004)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus humboldti,1,(UNEP World Conservation Monitoring Centre 2004),0,Not relevant,Inaccessible,"",no,2014
Spheniscus humboldti (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Spheniscus humboldti,(IUCN 2025) core source_claim,Spheniscus humboldti,1,NOTHING NA Spheniscus humboldti,"",Not relevant,No citation given,"",no,2019
Spheniscus humboldti Web of Science_Systematic external review,(Simeone et al. 2003)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Spheniscus humboldti,1,(Simeone et al. 2003),"",Not relevant,No claim,"",no,2025
Spheniscus mendiculus (Doherty et al. 2016) core source_claim,(Berruti 1986)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus mendiculus,2,(Berruti 1986),"",Not relevant,No claim,"",no,2014
Spheniscus mendiculus (Doherty et al. 2016) core source_claim,(Deem et al. 2010)_EXCLUDE_NA_Does not test claim_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus mendiculus,1,(Deem et al. 2010),"",Not relevant,Does not test claim,"",no,2014
Spheniscus mendiculus (Doherty et al. 2016) core source_claim,(Ellis et al. 1998)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus mendiculus,1,(Ellis et al. 1998),0,Not relevant,Inaccessible,"",no,2014
Spheniscus mendiculus (Doherty et al. 2016) core source_claim,(Steinfurth 2007)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Spheniscus mendiculus,1,(Steinfurth 2007),"",Yes,Predation in support without data,no,no,2014
Spheniscus mendiculus (Doherty et al. 2016) core source_claim,(Yorio & Boersma 1994)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Spheniscus mendiculus,2,(Yorio & Boersma 1994),"",Not relevant,No claim,"",no,2014
Spheniscus mendiculus (IUCN 2025) core source_claim,(Barnett 1986)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus mendiculus,2,(Barnett 1986),"",Not relevant,No claim,"",no,2019
Spheniscus mendiculus (IUCN 2025) core source_claim,(Berruti 1986)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus mendiculus,2,(Berruti 1986),"",Not relevant,No claim,"",no,2019
Spheniscus mendiculus (IUCN 2025) core source_claim,(Boersma 1976)_EXCLUDE_?_No claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus mendiculus,2,(Boersma 1976),"",Not relevant,No claim,"",no,2019
Spheniscus mendiculus (IUCN 2025) core source_claim,(Boersma et al. 2015)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Spheniscus mendiculus,1,(Boersma et al. 2015),0,Not relevant,Inaccessible,"",no,2019
Spheniscus mendiculus (IUCN 2025) core source_claim,(Deem et al. 2010)_EXCLUDE_NA_Does not test claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus mendiculus,1,(Deem et al. 2010),"",Not relevant,Does not test claim,"",no,2019
Spheniscus mendiculus (IUCN 2025) core source_claim,(Steinfurth & Merlen 2005)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Spheniscus mendiculus,2,(Steinfurth & Merlen 2005),0,Not relevant,Inaccessible,"",no,2019
Spheniscus mendiculus (IUCN 2025) core source_claim,(Steinfurth 2007)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Spheniscus mendiculus,1,(Steinfurth 2007),"",Yes,Predation in support without data,no,no,2019
Spheniscus mendiculus (IUCN 2025) core source_claim,(Yorio & Boersma 1994)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Spheniscus mendiculus,2,(Yorio & Boersma 1994),"",Not relevant,No claim,"",no,2019
Spheniscus mendiculus (Medina et al. 2011) core source_claim,(BirdLife International 2000)_EXCLUDE_0_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Spheniscus mendiculus,1,(BirdLife International 2000),0,Not relevant,Inaccessible,"",no,2009
Spheniscus mendiculus Web of Science_Systematic external review,(Deem et al. 2010)_EXCLUDE_NA_Does not test claim_NA_NA,Web of Science_Systematic external review,Spheniscus mendiculus,1,(Deem et al. 2010),"",Not relevant,Does not test claim,"",no,2025
Spilogale pygmaea (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Spilogale pygmaea,(Doherty et al. 2016) core source_claim,Spilogale pygmaea,2,NOTHING NA Spilogale pygmaea,"",Not relevant,No citation given,"",no,2014
Spilogale pygmaea (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Spilogale pygmaea,(IUCN 2025) core source_claim,Spilogale pygmaea,1,NOTHING NA Spilogale pygmaea,"",Not relevant,No citation given,"",no,2014
Spizocorys fringillaris (IUCN 2025) core source_claim,D. Maphisa in litt. 2016_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Spizocorys fringillaris,1,D. Maphisa in litt. 2016,0,Not relevant,Inaccessible,"",no,2019
Spondylurus anegadae (IUCN 2025) core source_claim,(Bradley & Gerber 2005)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Spondylurus anegadae,1,(Bradley & Gerber 2005),"",Not relevant,No claim,"",no,2014
Spondylurus anegadae Web of Science_Systematic external review,(Hedges & Conn 2012)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Spondylurus anegadae,1,(Hedges & Conn 2012),"",Not relevant,Opinion claim,"",no,2025
Spondylurus caicosae (IUCN 2025) core source_claim,(Hedges & Conn 2012)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Spondylurus caicosae,1,(Hedges & Conn 2012),"",Not relevant,No claim,"",no,2014
Spondylurus caicosae Web of Science_Systematic external review,(Hedges & Conn 2012)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Spondylurus caicosae,1,(Hedges & Conn 2012),"",Not relevant,No claim,"",no,2025
Spondylurus fulgidus (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Spondylurus fulgidus,(IUCN 2025) core source_claim,Spondylurus fulgidus,1,NOTHING NA Spondylurus fulgidus,"",Not relevant,No citation given,"",no,2014
Spondylurus fulgidus Web of Science_Systematic external review,(Hedges & Conn 2012)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Spondylurus fulgidus,1,(Hedges & Conn 2012),"",Not relevant,No claim,"",no,2025
Spondylurus monae (Doherty et al. 2016) core source_claim,(Hedges & Conn 2012)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Spondylurus monae,1,(Hedges & Conn 2012),"",Not relevant,Opinion claim,"",no,2014
Spondylurus monae (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Spondylurus monae,(Doherty et al. 2016) core source_claim,Spondylurus monae,2,NOTHING NA Spondylurus monae,"",Not relevant,No citation given,"",no,2014
Spondylurus monae (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Spondylurus monae,(IUCN 2025) core source_claim,Spondylurus monae,1,NOTHING NA Spondylurus monae,"",Not relevant,No citation given,"",no,2012
Spondylurus monae Web of Science_Systematic external review,(Hedges & Conn 2012)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Spondylurus monae,1,(Hedges & Conn 2012),"",Not relevant,Opinion claim,"",no,2025
Sterna striata (Garnett & Baker 2021) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sterna striata,(Garnett & Baker 2021) core source_claim,Sterna striata,1,NOTHING NA Sterna striata,"",Not relevant,No citation given,"",no,2020
Sterna striata (Garnett et al. 2011) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sterna striata,(Garnett et al. 2011) core source_claim,Sterna striata,1,NOTHING NA Sterna striata,"",Not relevant,No citation given,"",no,2010
Sterna striata (IUCN 2025) core source_claim,(Mills 2013)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Sterna striata,1,(Mills 2013),"",Not relevant,Opinion claim,"",no,2017
Sterna virgata (IUCN 2025) core source_claim,(Ryan et al. 2003)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Sterna virgata,1,(Ryan et al. 2003),"",Not relevant,No claim,"",no,2017
Sterna virgata (IUCN 2025) core source_claim,(Ryan et al. 2009)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Sterna virgata,1,(Ryan et al. 2009),"",Not relevant,No claim,"",no,2017
Sterna virgata Web of Science_Systematic external review,(Crawford et al. 2003)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Sterna virgata,1,(Crawford et al. 2003),"",Not relevant,No claim,"",no,2025
Sternula lorata (IUCN 2025) core source_claim,(Zavalaga et al. 2008b)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Sternula lorata,2,(Zavalaga et al. 2008b),"",Not relevant,No claim,"",no,2017
Sternula lorata (IUCN 2025) core source_claim,(Zavalaga et al. 2009)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Sternula lorata,1,(Zavalaga et al. 2009),"",Not relevant,Opinion claim,"",no,2017
Sternula lorata Web of Science_Systematic external review,(Zavalaga et al. 2009)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Sternula lorata,1,(Zavalaga et al. 2009),"",Not relevant,Opinion claim,"",no,2025
Sternula nereis (Doherty et al. 2016) core source_claim,(Cumming 1991)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Sternula nereis,2,(Cumming 1991),0,Not relevant,Inaccessible,"",no,2014
Sternula nereis (Doherty et al. 2016) core source_claim,(Dowding & Murphy 2001)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Sternula nereis,2,(Dowding & Murphy 2001),"",Not relevant,No claim,"",no,2014
